Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Name
15.0,14.0,153.9,4.5,Sophora japonica
6.0,6.0,28.3,1.8,Celtis australis
6.0,6.0,28.3,1.8,Celtis australis
6.0,6.0,28.3,1.8,Celtis australis
6.0,7.0,38.5,1.8,Celtis australis
15.0,11.0,95.0,4.5,Sophora japonica
4.0,1.0,0.8,1.2,Celtis australis
7.0,8.0,50.3,2.1,Celtis australis
8.0,10.0,78.5,2.4,Celtis australis
10.0,10.0,78.5,3.0,Sophora japonica
6.0,7.0,38.5,1.8,Celtis australis
10.0,12.0,113.1,3.0,Sophora japonica
4.0,1.0,0.8,1.2,Celtis australis
4.0,2.0,3.1,1.2,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
9.0,10.0,78.5,2.7,Sophora japonica
12.0,10.0,78.5,3.6,Sophora japonica
7.0,7.0,38.5,2.1,Celtis australis
12.0,10.0,78.5,3.6,Celtis australis
12.0,13.0,132.7,3.6,Sophora japonica
6.0,8.0,50.3,1.8,Celtis australis
12.0,12.0,113.1,3.6,Sophora japonica
8.0,6.0,28.3,2.4,Celtis australis
7.0,6.0,28.3,2.1,Celtis australis
7.0,6.0,28.3,2.1,Celtis australis
12.0,8.0,50.3,3.6,Sophora japonica
14.0,13.0,132.7,4.2,Sophora japonica
7.0,8.0,50.3,2.1,Celtis australis
9.0,8.0,50.3,2.7,Sophora japonica
8.0,9.0,63.6,2.4,Celtis australis
12.0,12.0,113.1,3.6,Sophora japonica
7.0,7.0,38.5,2.1,Celtis australis
7.0,8.0,50.3,2.1,Celtis australis
7.0,7.0,38.5,2.1,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
6.0,6.0,28.3,1.8,Celtis australis
4.0,5.0,19.6,1.2,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
4.0,4.0,12.6,1.2,Celtis australis
3.0,1.0,0.8,0.9,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
6.0,5.0,19.6,1.8,Celtis australis
10.0,13.0,132.7,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
5.0,3.0,7.1,1.5,Celtis australis
10.0,12.0,113.1,3.0,Sophora japonica
10.0,6.0,28.3,3.0,Sophora japonica
4.0,1.0,0.8,1.2,Celtis australis
7.0,7.0,38.5,2.1,Celtis australis
9.0,11.0,95.0,2.7,Sophora japonica
6.0,8.0,50.3,1.8,Celtis australis
9.0,13.0,132.7,2.7,Sophora japonica
12.0,13.0,132.7,3.6,Sophora japonica
4.0,1.0,0.8,1.2,Celtis australis
7.0,9.0,63.6,2.1,Celtis australis
7.0,7.0,38.5,2.1,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
14.0,13.0,132.7,4.2,Sophora japonica
6.0,6.0,28.3,1.8,Celtis australis
12.0,13.0,132.7,3.6,Sophora japonica
7.0,6.0,28.3,2.1,Celtis australis
15.0,8.0,50.3,4.5,Sophora japonica
9.0,10.0,78.5,2.7,Sophora japonica
7.0,7.0,38.5,2.1,Celtis australis
5.0,2.0,3.1,1.5,Quercus robur
10.0,11.0,95.0,3.0,Sophora japonica
13.0,12.0,113.1,3.9,Sophora japonica
9.0,9.0,63.6,2.7,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
6.0,6.0,28.3,1.8,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
12.0,9.0,63.6,3.6,Sophora japonica
10.0,10.0,78.5,3.0,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
10.0,10.0,78.5,3.0,Celtis australis
10.0,10.0,78.5,3.0,Celtis australis
13.0,12.0,113.1,3.9,Sophora japonica
10.0,10.0,78.5,3.0,Celtis australis
3.0,1.0,0.8,0.9,Celtis australis
8.0,8.0,50.3,2.4,Celtis australis
10.0,10.0,78.5,3.0,Celtis australis
15.0,12.0,113.1,4.5,Sophora japonica
8.0,7.0,38.5,2.4,Celtis australis
8.0,7.0,38.5,2.4,Celtis australis
14.0,12.0,113.1,4.2,Sophora japonica
8.0,10.0,78.5,2.4,Celtis australis
12.0,12.0,113.1,3.6,Sophora japonica
10.0,10.0,78.5,3.0,Celtis australis
10.0,10.0,78.5,3.0,Celtis australis
10.0,10.0,78.5,3.0,Celtis australis
15.0,14.0,153.9,4.5,Sophora japonica
10.0,10.0,78.5,3.0,Celtis australis
10.0,8.0,50.3,3.0,Celtis australis
13.0,14.0,153.9,3.9,Sophora japonica
10.0,10.0,78.5,3.0,Celtis australis
7.0,10.0,78.5,2.1,Sophora japonica
12.0,10.0,78.5,3.6,Sophora japonica
7.0,6.0,28.3,2.1,Celtis australis
18.0,8.0,50.3,5.4,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
8.0,6.0,28.3,2.4,Tilia x europaea
9.0,7.0,38.5,2.7,Tilia x europaea
13.0,8.0,50.3,3.9,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
15.0,9.0,63.6,4.5,Tilia x europaea
10.0,7.0,38.5,3.0,Tilia x europaea
5.0,3.0,7.1,1.5,Tilia x europaea
7.0,4.0,12.6,2.1,Tilia x europaea
18.0,8.0,50.3,5.4,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
7.0,4.0,12.6,2.1,Tilia x europaea
12.0,7.0,38.5,3.6,Tilia x europaea
7.0,4.0,12.6,2.1,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
7.0,4.0,12.6,2.1,Tilia x europaea
15.0,10.0,78.5,4.5,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
10.0,8.0,50.3,3.0,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
7.0,4.0,12.6,2.1,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
16.0,8.0,50.3,4.8,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
12.0,7.0,38.5,3.6,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
16.0,8.0,50.3,4.8,Tilia x europaea
10.0,7.0,38.5,3.0,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
16.0,10.0,78.5,4.8,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
10.0,8.0,50.3,3.0,Tilia x europaea
16.0,8.0,50.3,4.8,Tilia x europaea
5.0,4.0,12.6,1.5,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
4.0,1.0,0.8,1.2,Tilia x europaea
10.0,10.0,78.5,3.0,Tilia x europaea
4.0,1.0,0.8,1.2,Tilia x europaea
6.0,2.0,3.1,1.8,Tilia x europaea
15.0,9.0,63.6,4.5,Tilia x europaea
7.0,3.0,7.1,2.1,Tilia x europaea
15.0,12.0,113.1,4.5,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
6.0,4.0,12.6,1.8,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
15.0,10.0,78.5,4.5,Tilia x europaea
17.0,7.0,38.5,5.1,Tilia x europaea
18.0,10.0,78.5,5.4,Tilia x europaea
15.0,8.0,50.3,4.5,Tilia x europaea
18.0,10.0,78.5,5.4,Tilia x europaea
7.0,4.0,12.6,2.1,Tilia x europaea
12.0,9.0,63.6,3.6,Tilia x europaea
15.0,9.0,63.6,4.5,Tilia x europaea
15.0,9.0,63.6,4.5,Tilia x europaea
7.0,6.0,28.3,2.1,Tilia x europaea
6.0,2.0,3.1,1.8,Tilia x europaea
7.0,4.0,12.6,2.1,Tilia x europaea
4.0,1.0,0.8,1.2,Tilia x europaea
12.0,8.0,50.3,3.6,Tilia x europaea
10.0,6.0,28.3,3.0,Tilia x europaea
4.0,1.0,0.8,1.2,Tilia x europaea
7.0,5.0,19.6,2.1,Tilia x europaea
15.0,7.0,38.5,4.5,Tilia x europaea
6.0,4.0,12.6,1.8,Acer campestre
5.0,3.5,9.6,1.5,Acer campestre
4.5,2.5,4.9,1.3,Acer campestre
4.5,2.0,3.1,1.3,Acer campestre
7.0,6.0,28.3,2.1,Acer campestre
6.0,6.0,28.3,1.8,Acer campestre
3.5,2.0,3.1,1.0,Acer campestre
3.0,2.0,3.1,0.9,Acer campestre
3.0,2.0,3.1,0.9,Acer campestre
6.0,4.0,12.6,1.8,Acer campestre
4.5,2.5,4.9,1.3,Acer campestre
7.0,6.0,28.3,2.1,Acer campestre
7.0,3.0,7.1,2.1,Acer campestre
5.0,3.0,7.1,1.5,Acer campestre
4.5,4.5,15.9,1.3,Acer campestre
3.0,2.0,3.1,0.9,Acer campestre
5.5,4.0,12.6,1.7,Acer campestre
6.0,4.5,15.9,1.8,Acer campestre
5.5,4.5,15.9,1.7,Acer campestre
5.5,5.0,19.6,1.7,Acer campestre
2.5,1.5,1.8,0.8,Acer campestre
2.5,1.5,1.8,0.8,Acer campestre
4.5,3.0,7.1,1.3,Acer campestre
6.0,6.5,33.2,1.8,Acer campestre
5.0,6.0,28.3,1.5,Acer campestre
3.5,3.0,7.1,1.0,Acer campestre
4.0,3.5,9.6,1.2,Acer campestre
15.0,8.0,50.3,4.5,Tilia x europaea
14.0,8.0,50.3,4.2,Tilia x europaea
10.0,5.0,19.6,3.0,Aesculus hippocastanum
25.0,8.0,50.3,7.5,Populus nigra
8.0,8.0,50.3,2.4,Acer campestre
10.0,8.0,50.3,3.0,Acer campestre
7.0,6.0,28.3,2.1,Acer campestre
10.0,10.0,78.5,3.0,Acer campestre
10.0,7.0,38.5,3.0,Acer campestre
9.0,6.0,28.3,2.7,Acer campestre
8.0,9.0,63.6,2.4,Acer campestre
10.0,6.0,28.3,3.0,Acer campestre
6.0,6.0,28.3,1.8,Acer campestre
7.0,5.0,19.6,2.1,Acer campestre
8.0,6.0,28.3,2.4,Acer campestre
8.0,8.0,50.3,2.4,Acer campestre
8.0,8.0,50.3,2.4,Acer campestre
9.0,7.0,38.5,2.7,Aesculus hippocastanum
8.0,7.0,38.5,2.4,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Acer campestre
7.0,4.0,12.6,2.1,Aesculus hippocastanum
7.0,6.0,28.3,2.1,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Acer campestre
12.0,8.0,50.3,3.6,Aesculus hippocastanum
6.0,4.0,12.6,1.8,Acer campestre
5.0,3.0,7.1,1.5,Acer campestre
12.0,6.0,28.3,3.6,Aesculus hippocastanum
8.0,6.0,28.3,2.4,Acer campestre
11.0,6.0,28.3,3.3,Aesculus hippocastanum
10.0,7.0,38.5,3.0,Acer campestre
8.0,6.0,28.3,2.4,Aesculus hippocastanum
7.0,3.0,7.1,2.1,Acer campestre
14.0,10.0,78.5,4.2,Acer campestre
12.0,10.0,78.5,3.6,Aesculus hippocastanum
3.0,1.0,0.8,0.9,Acer campestre
6.0,4.0,12.6,1.8,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Acer campestre
8.0,4.0,12.6,2.4,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Acer campestre
12.0,8.0,50.3,3.6,Aesculus hippocastanum
4.0,1.0,0.8,1.2,Acer campestre
4.0,2.0,3.1,1.2,Acer campestre
3.0,1.0,0.8,0.9,Acer campestre
7.0,4.0,12.6,2.1,Aesculus hippocastanum
5.0,2.0,3.1,1.5,Acer campestre
6.0,4.0,12.6,1.8,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Acer campestre
12.0,8.0,50.3,3.6,Aesculus hippocastanum
3.0,3.0,7.1,0.9,Acer campestre
7.0,3.0,7.1,2.1,Aesculus hippocastanum
14.0,8.0,50.3,4.2,Aesculus hippocastanum
10.0,8.0,50.3,3.0,Aesculus hippocastanum
12.0,8.0,50.3,3.6,Aesculus hippocastanum
10.0,8.0,50.3,3.0,Aesculus hippocastanum
12.0,10.0,78.5,3.6,Aesculus hippocastanum
12.0,8.0,50.3,3.6,Aesculus hippocastanum
12.0,8.0,50.3,3.6,Aesculus hippocastanum
14.0,10.0,78.5,4.2,Aesculus hippocastanum
14.0,12.0,113.1,4.2,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
11.0,8.0,50.3,3.3,Aesculus hippocastanum
38.0,25.0,490.9,11.4,Platanus x hispanica
13.0,11.0,95.0,3.9,Populus nigra
17.0,6.0,28.3,5.1,Populus nigra
7.0,6.0,28.3,2.1,Robinia pseudoacacia
11.0,8.0,50.3,3.3,Populus nigra
17.0,7.0,38.5,5.1,Populus nigra
12.0,7.0,38.5,3.6,Populus nigra
18.0,6.0,28.3,5.4,Populus
18.0,6.0,28.3,5.4,Populus
18.0,8.0,50.3,5.4,Populus
60.0,4.0,12.6,18.0,Populus nigra
4.5,3.0,7.1,1.3,Tilia cordata
5.0,6.0,28.3,1.5,Acer campestre
3.0,2.0,3.1,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
7.0,7.0,38.5,2.1,Tilia cordata
3.5,1.0,0.8,1.0,Parrotia persica
3.5,3.0,7.1,1.0,Parrotia persica
3.5,3.0,7.1,1.0,Parrotia persica
3.5,4.5,15.9,1.0,Parrotia persica
3.0,2.5,4.9,0.9,Parrotia persica
4.0,2.5,4.9,1.2,Parrotia persica
4.0,2.5,4.9,1.2,Parrotia persica
3.5,2.5,4.9,1.0,Parrotia persica
3.5,2.5,4.9,1.0,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
4.5,1.5,1.8,1.3,Fraxinus angustifolia
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
4.5,1.5,1.8,1.3,Fraxinus angustifolia
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
4.0,5.0,19.6,1.2,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
3.5,1.0,0.8,1.0,Parrotia persica
6.0,6.0,28.3,1.8,Acer negundo
7.0,6.0,28.3,2.1,Acer negundo
6.0,6.0,28.3,1.8,Acer negundo
6.0,6.0,28.3,1.8,Acer negundo
10.0,12.0,113.1,3.0,Acer negundo
7.0,6.0,28.3,2.1,Acer negundo
5.0,4.0,12.6,1.5,Acer negundo
9.0,7.0,38.5,2.7,Acer negundo
10.0,11.0,95.0,3.0,Acer negundo
3.0,1.0,0.8,0.9,Parrotia persica
3.5,2.0,3.1,1.0,Parrotia persica
11.0,7.0,38.5,3.3,Acer negundo
10.0,7.0,38.5,3.0,Acer negundo
10.0,7.0,38.5,3.0,Acer negundo
3.5,2.0,3.1,1.0,Acer negundo
9.0,6.0,28.3,2.7,Acer negundo
8.0,5.0,19.6,2.4,Acer negundo
8.0,5.0,19.6,2.4,Acer negundo
9.0,6.0,28.3,2.7,Acer negundo
9.0,6.0,28.3,2.7,Acer negundo
3.5,2.0,3.1,1.0,Parrotia persica
3.5,2.0,3.1,1.0,Parrotia persica
10.0,8.0,50.3,3.0,Acer negundo
10.0,8.0,50.3,3.0,Acer negundo
10.0,8.0,50.3,3.0,Acer negundo
11.0,8.0,50.3,3.3,Acer negundo
10.0,6.0,28.3,3.0,Acer negundo
10.0,6.0,28.3,3.0,Acer negundo
10.0,6.0,28.3,3.0,Acer negundo
11.0,6.0,28.3,3.3,Acer negundo
4.0,1.0,0.8,1.2,Parrotia persica
10.0,7.0,38.5,3.0,Acer negundo
11.0,9.0,63.6,3.3,Acer negundo
11.0,8.0,50.3,3.3,Acer negundo
11.0,8.0,50.3,3.3,Acer negundo
11.0,8.0,50.3,3.3,Acer negundo
8.0,5.0,19.6,2.4,Acer negundo
12.0,8.0,50.3,3.6,Acer negundo
11.0,8.0,50.3,3.3,Acer negundo
10.0,6.0,28.3,3.0,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
5.0,4.0,12.6,1.5,Tilia cordata
6.0,5.0,19.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
7.0,4.0,12.6,2.1,Tilia cordata
10.0,8.0,50.3,3.0,Acer negundo
6.0,4.0,12.6,1.8,Tilia cordata
11.0,6.0,28.3,3.3,Acer negundo
3.5,2.5,4.9,1.0,Parrotia persica
11.0,8.0,50.3,3.3,Acer negundo
8.0,4.0,12.6,2.4,Tilia cordata
10.0,8.0,50.3,3.0,Acer negundo
8.0,5.0,19.6,2.4,Acer negundo
4.0,4.0,12.6,1.2,Acer negundo
6.0,4.0,12.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
3.0,2.0,3.1,0.9,Parrotia persica
6.0,4.0,12.6,1.8,Acer negundo
10.0,8.0,50.3,3.0,Acer negundo
6.0,4.0,12.6,1.8,Tilia cordata
3.0,2.0,3.1,0.9,Parrotia persica
6.0,4.0,12.6,1.8,Tilia cordata
6.0,4.0,12.6,1.8,Tilia cordata
8.0,6.0,28.3,2.4,Tilia cordata
6.0,3.0,7.1,1.8,Acer negundo
7.0,5.0,19.6,2.1,Tilia cordata
3.0,1.0,0.8,0.9,Parrotia persica
6.0,4.0,12.6,1.8,Tilia cordata
10.0,8.0,50.3,3.0,Acer negundo
13.0,10.0,78.5,3.9,Acer negundo
3.0,2.0,3.1,0.9,Tilia cordata
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.5,1.8,0.9,Parrotia persica
3.0,1.5,1.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
3.0,1.0,0.8,0.9,Parrotia persica
20.0,12.0,113.1,6.0,Platanus x acerifolia 'Bloodgood'
22.0,12.0,113.1,6.6,Platanus x acerifolia 'Bloodgood'
24.0,10.0,78.5,7.2,Platanus x acerifolia 'Bloodgood'
24.0,14.0,153.9,7.2,Platanus x acerifolia 'Bloodgood'
20.0,10.0,78.5,6.0,Platanus x acerifolia 'Bloodgood'
18.0,8.0,50.3,5.4,Platanus x acerifolia 'Bloodgood'
18.0,8.0,50.3,5.4,Platanus
20.0,10.0,78.5,6.0,Platanus x acerifolia 'Bloodgood'
25.0,12.0,113.1,7.5,Platanus x acerifolia 'Bloodgood'
12.0,5.0,19.6,3.6,Platanus x acerifolia 'Bloodgood'
25.0,20.0,314.2,7.5,Platanus x acerifolia 'Bloodgood'
24.0,10.0,78.5,7.2,Platanus x acerifolia 'Bloodgood'
20.0,10.0,78.5,6.0,Platanus x acerifolia 'Bloodgood'
20.0,10.0,78.5,6.0,Platanus x acerifolia 'Bloodgood'
26.0,20.0,314.2,7.8,Platanus x acerifolia 'Bloodgood'
20.0,12.0,113.1,6.0,Platanus x acerifolia 'Bloodgood'
22.0,10.0,78.5,6.6,Platanus x acerifolia 'Bloodgood'
23.0,20.0,314.2,6.9,Platanus
4.5,1.5,1.8,1.3,Magnolia x soulangeana
4.5,1.5,1.8,1.3,Magnolia grandiflora
20.0,6.5,33.2,6.0,Platanus x acerifolia 'Bloodgood'
16.0,8.0,50.3,4.8,Acer pseudoplatanus
8.0,6.0,28.3,2.4,Davidia involucrata
18.0,14.0,153.9,5.4,Ulmus
18.0,10.0,78.5,5.4,Ulmus
20.0,12.0,113.1,6.0,Platanus
20.0,12.0,113.1,6.0,Platanus
10.0,8.0,50.3,3.0,Platanus
22.0,20.0,314.2,6.6,Platanus
22.0,18.0,254.5,6.6,Platanus
4.0,2.0,3.1,1.2,Platanus
22.0,14.0,153.9,6.6,Platanus
20.0,14.0,153.9,6.0,Platanus
22.0,15.0,176.7,6.6,Platanus
22.0,18.0,254.5,6.6,Platanus
22.0,15.0,176.7,6.6,Platanus
20.0,18.0,254.5,6.0,Platanus
22.0,16.0,201.1,6.6,Platanus
20.0,12.0,113.1,6.0,Platanus
22.0,16.0,201.1,6.6,Platanus
18.0,16.0,201.1,5.4,Platanus
20.0,16.0,201.1,6.0,Platanus
20.0,18.0,254.5,6.0,Platanus
20.0,14.0,153.9,6.0,Platanus
20.0,14.0,153.9,6.0,Platanus
4.0,3.0,7.1,1.2,Platanus
12.0,10.0,78.5,3.6,Platanus
20.0,14.0,153.9,6.0,Platanus
4.0,2.0,3.1,1.2,Aesculus hippocastanum
4.0,2.0,3.1,1.2,Aesculus hippocastanum
12.0,10.0,78.5,3.6,Aesculus hippocastanum
4.0,2.0,3.1,1.2,Aesculus hippocastanum
3.0,1.3,1.3,0.9,Aesculus hippocastanum
13.0,10.0,78.5,3.9,Aesculus hippocastanum
4.0,2.0,3.1,1.2,Aesculus hippocastanum
5.0,4.0,12.6,1.5,Aesculus hippocastanum
8.0,7.0,38.5,2.4,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Aesculus hippocastanum
8.0,6.0,28.3,2.4,Aesculus hippocastanum
10.0,8.0,50.3,3.0,Aesculus hippocastanum
12.0,8.0,50.3,3.6,Aesculus hippocastanum
4.0,2.0,3.1,1.2,Aesculus hippocastanum
9.0,6.0,28.3,2.7,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
4.0,2.0,3.1,1.2,Aesculus hippocastanum
6.0,4.0,12.6,1.8,Aesculus hippocastanum
8.0,8.0,50.3,2.4,Aesculus hippocastanum
3.0,1.0,0.8,0.9,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
3.0,1.0,0.8,0.9,Aesculus hippocastanum
10.0,11.0,95.0,3.0,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
8.0,12.0,113.1,2.4,Aesculus hippocastanum
13.0,12.0,113.1,3.9,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
6.0,4.0,12.6,1.8,Aesculus hippocastanum
7.0,4.0,12.6,2.1,Aesculus hippocastanum
8.0,10.0,78.5,2.4,Aesculus hippocastanum
7.0,8.0,50.3,2.1,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Aesculus hippocastanum
6.0,4.0,12.6,1.8,Aesculus hippocastanum
8.0,6.0,28.3,2.4,Aesculus hippocastanum
5.0,4.0,12.6,1.5,Aesculus hippocastanum
9.0,10.0,78.5,2.7,Aesculus hippocastanum
7.0,4.0,12.6,2.1,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Aesculus hippocastanum
7.0,6.0,28.3,2.1,Aesculus hippocastanum
7.0,5.0,19.6,2.1,Aesculus hippocastanum
9.0,10.0,78.5,2.7,Aesculus hippocastanum
3.5,1.0,0.8,1.0,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
4.0,2.0,3.1,1.2,Aesculus hippocastanum
10.0,12.0,113.1,3.0,Aesculus hippocastanum
3.5,1.5,1.8,1.0,Aesculus hippocastanum
10.0,10.0,78.5,3.0,Aesculus hippocastanum
10.0,10.0,78.5,3.0,Aesculus hippocastanum
9.0,7.0,38.5,2.7,Aesculus hippocastanum
10.0,10.0,78.5,3.0,Aesculus hippocastanum
10.0,12.0,113.1,3.0,Aesculus hippocastanum
9.0,10.0,78.5,2.7,Aesculus hippocastanum
9.0,10.0,78.5,2.7,Aesculus hippocastanum
10.0,10.0,78.5,3.0,Aesculus hippocastanum
10.0,11.0,95.0,3.0,Aesculus hippocastanum
3.5,1.5,1.8,1.0,Aesculus hippocastanum
3.5,1.5,1.8,1.0,Aesculus hippocastanum
10.0,11.0,95.0,3.0,Aesculus hippocastanum
11.0,12.0,113.1,3.3,Aesculus hippocastanum
4.0,2.0,3.1,1.2,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
7.0,5.0,19.6,2.1,Fraxinus excelsior
6.5,8.0,50.3,1.9,Fraxinus excelsior
6.0,4.0,12.6,1.8,Fraxinus excelsior
4.5,2.0,3.1,1.3,Fraxinus angustifolia
4.0,1.0,0.8,1.2,Fraxinus angustifolia
5.0,1.8,2.5,1.5,Fraxinus angustifolia
5.0,4.0,12.6,1.5,Fraxinus ornus
3.5,1.8,2.5,1.0,Fraxinus angustifolia
3.5,1.6,2.0,1.0,Fraxinus angustifolia
4.0,1.6,2.0,1.2,Fraxinus angustifolia
5.0,4.0,12.6,1.5,Fraxinus ornus
5.0,3.5,9.6,1.5,Fraxinus ornus
3.5,1.8,2.5,1.0,Fraxinus angustifolia
4.5,2.0,3.1,1.3,Fraxinus angustifolia
4.0,4.0,12.6,1.2,Fraxinus ornus
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.8,4.0,12.6,1.4,Fraxinus angustifolia
5.0,3.8,11.3,1.5,Fraxinus angustifolia
5.0,3.0,7.1,1.5,Fraxinus angustifolia
6.0,4.5,15.9,1.8,Fraxinus ornus
3.5,1.5,1.8,1.0,Fraxinus angustifolia
4.0,3.0,7.1,1.2,Fraxinus ornus
4.0,3.0,7.1,1.2,Fraxinus ornus
4.0,4.0,12.6,1.2,Fraxinus ornus
4.0,4.0,12.6,1.2,Fraxinus ornus
4.0,2.0,3.1,1.2,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
11.0,12.0,113.1,3.3,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
8.0,5.0,19.6,2.4,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Aesculus hippocastanum
12.0,13.0,132.7,3.6,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
6.0,4.0,12.6,1.8,Carpinus betulus
8.0,6.0,28.3,2.4,Fraxinus excelsior
9.0,7.0,38.5,2.7,Fraxinus excelsior
6.0,5.0,19.6,1.8,Carpinus betulus
8.0,5.0,19.6,2.4,Carpinus betulus
9.0,3.0,7.1,2.7,Carpinus betulus
8.0,5.0,19.6,2.4,Carpinus betulus
9.0,8.0,50.3,2.7,Carpinus betulus
9.0,7.0,38.5,2.7,Carpinus betulus
6.0,5.0,19.6,1.8,Carpinus betulus
7.0,6.0,28.3,2.1,Carpinus betulus
8.0,6.0,28.3,2.4,Fraxinus excelsior
8.0,5.0,19.6,2.4,Carpinus betulus
10.0,7.0,38.5,3.0,Fraxinus excelsior
8.0,6.0,28.3,2.4,Carpinus betulus
8.0,5.0,19.6,2.4,Fraxinus excelsior
8.0,6.0,28.3,2.4,Fraxinus excelsior
9.0,6.0,28.3,2.7,Fraxinus excelsior
12.0,8.0,50.3,3.6,Carpinus betulus
