Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Name
11.0,9.0,63.6,3.3,Fraxinus excelsior
10.0,7.0,38.5,3.0,Fraxinus excelsior
9.0,6.0,28.3,2.7,Fraxinus excelsior
8.0,4.0,12.6,2.4,Carpinus betulus
7.0,4.5,15.9,2.1,Carpinus betulus
4.0,3.0,7.1,1.2,Carpinus betulus
7.0,5.0,19.6,2.1,Carpinus betulus
3.5,2.0,3.1,1.0,Pterocarya rhoifolia
3.5,2.0,3.1,1.0,Pterocarya rhoifolia
3.5,2.0,3.1,1.0,Pterocarya rhoifolia
3.5,4.0,12.6,1.0,Clerodendrum trichotomum
4.0,4.0,12.6,1.2,Clerodendrum trichotomum
3.5,2.0,3.1,1.0,Clerodendrum trichotomum
3.5,3.0,7.1,1.0,Clerodendrum trichotomum
4.0,3.0,7.1,1.2,Clerodendrum trichotomum
4.0,3.0,7.1,1.2,Clerodendrum trichotomum
4.0,3.0,7.1,1.2,Clerodendrum trichotomum
3.0,3.0,7.1,0.9,Clerodendrum trichotomum
4.0,4.0,12.6,1.2,Clerodendrum trichotomum
4.0,4.0,12.6,1.2,Clerodendrum trichotomum
4.5,4.0,12.6,1.3,Clerodendrum trichotomum
7.0,6.0,28.3,2.1,Fraxinus angustifolia
8.0,8.0,50.3,2.4,Fraxinus angustifolia
6.0,7.0,38.5,1.8,Fraxinus angustifolia
5.0,5.0,19.6,1.5,Fraxinus angustifolia
7.0,6.0,28.3,2.1,Fraxinus angustifolia
3.5,3.0,7.1,1.0,Ligustrum japonicum
4.0,3.5,9.6,1.2,Ligustrum japonicum
3.0,3.0,7.1,0.9,Ligustrum japonicum
4.0,4.0,12.6,1.2,Ligustrum japonicum
2.5,1.5,1.8,0.8,Ligustrum japonicum
3.0,3.5,9.6,0.9,Ligustrum japonicum
4.0,3.5,9.6,1.2,Ligustrum japonicum
4.0,4.0,12.6,1.2,Ligustrum japonicum
4.0,3.5,9.6,1.2,Ligustrum japonicum
9.0,4.0,12.6,2.7,Liquidambar styraciflua
8.0,6.0,28.3,2.4,Liquidambar styraciflua
9.0,4.0,12.6,2.7,Liquidambar styraciflua
3.0,1.5,1.8,0.9,Parrotia persica
5.0,3.5,9.6,1.5,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
5.0,5.0,19.6,1.5,Liquidambar styraciflua
7.0,5.0,19.6,2.1,Liquidambar styraciflua
8.0,6.0,28.3,2.4,Liquidambar styraciflua
7.0,5.0,19.6,2.1,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
9.0,6.0,28.3,2.7,Liquidambar styraciflua
7.0,3.0,7.1,2.1,Fagus sylvatica
8.0,3.0,7.1,2.4,Fagus sylvatica
7.0,3.0,7.1,2.1,Acer rubrum
7.0,4.0,12.6,2.1,Acer saccharinum
8.0,2.0,3.1,2.4,Acer rubrum
13.0,9.0,63.6,3.9,Acer saccharinum
6.0,3.0,7.1,1.8,Acer rubrum
6.0,3.0,7.1,1.8,Acer rubrum
7.0,5.0,19.6,2.1,Acer rubrum
7.0,6.0,28.3,2.1,Acer campestre
9.0,6.0,28.3,2.7,Acer rubrum
9.0,7.0,38.5,2.7,Acer campestre
7.0,6.0,28.3,2.1,Acer campestre
16.0,8.0,50.3,4.8,Acer saccharinum
8.0,6.0,28.3,2.4,Acer campestre
5.0,2.0,3.1,1.5,Tilia cordata
15.0,5.0,19.6,4.5,Acer saccharinum
15.0,9.0,63.6,4.5,Tilia cordata
16.0,11.0,95.0,4.8,Acer saccharinum
10.0,4.0,12.6,3.0,Acer rubrum
10.0,9.0,63.6,3.0,Acer rubrum
20.0,7.0,38.5,6.0,Tilia cordata
13.0,8.0,50.3,3.9,Acer saccharinum
15.0,6.0,28.3,4.5,Tilia cordata
4.0,3.0,7.1,1.2,Tilia cordata
14.0,10.0,78.5,4.2,Acer saccharinum
3.5,2.5,4.9,1.0,Tilia cordata
15.0,7.0,38.5,4.5,Tilia cordata
18.0,6.0,28.3,5.4,Tilia cordata
18.0,7.0,38.5,5.4,Tilia cordata
7.0,3.0,7.1,2.1,Acer rubrum
15.0,8.0,50.3,4.5,Tilia cordata
14.0,8.0,50.3,4.2,Acer saccharinum
4.0,1.0,0.8,1.2,Fagus sylvatica
18.0,7.0,38.5,5.4,Tilia cordata
4.0,1.0,0.8,1.2,Fagus sylvatica
18.0,7.0,38.5,5.4,Tilia cordata
11.0,7.0,38.5,3.3,Acer rubrum
12.0,8.0,50.3,3.6,Acer platanoides
19.0,6.0,28.3,5.7,Tilia cordata
11.0,9.0,63.6,3.3,Acer saccharinum
19.0,7.0,38.5,5.7,Tilia cordata
5.0,3.0,7.1,1.5,Acer rubrum
4.0,2.5,4.9,1.2,Tilia cordata
21.0,8.0,50.3,6.3,Tilia cordata
6.0,4.0,12.6,1.8,Acer campestre
15.0,8.0,50.3,4.5,Acer saccharinum
14.0,6.0,28.3,4.2,Acer saccharinum
21.0,7.0,38.5,6.3,Tilia cordata
6.0,6.0,28.3,1.8,Acer campestre
21.0,7.0,38.5,6.3,Tilia cordata
9.0,8.0,50.3,2.7,Acer saccharinum
7.0,6.0,28.3,2.1,Acer campestre
5.0,3.0,7.1,1.5,Acer rubrum
4.0,3.0,7.1,1.2,Tilia cordata
10.0,6.0,28.3,3.0,Acer rubrum
21.0,9.0,63.6,6.3,Tilia cordata
8.0,6.0,28.3,2.4,Acer saccharinum
10.0,5.0,19.6,3.0,Acer saccharinum
10.0,6.0,28.3,3.0,Acer saccharinum
5.0,3.0,7.1,1.5,Acer rubrum
8.0,4.0,12.6,2.4,Liriodendron tulipifera
4.0,1.0,0.8,1.2,Fagus sylvatica
10.0,4.0,12.6,3.0,Liriodendron tulipifera
4.0,2.0,3.1,1.2,Liriodendron tulipifera
6.0,2.0,3.1,1.8,Liriodendron tulipifera
6.0,2.5,4.9,1.8,Liriodendron tulipifera
6.5,3.0,7.1,1.9,Liriodendron tulipifera
12.0,9.0,63.6,3.6,Robinia pseudoacacia
5.0,2.0,3.1,1.5,Liriodendron tulipifera
5.5,3.0,7.1,1.7,Liquidambar styraciflua
4.0,2.0,3.1,1.2,Liquidambar styraciflua
6.0,4.0,12.6,1.8,Liquidambar styraciflua
6.0,4.0,12.6,1.8,Liquidambar styraciflua
6.0,4.0,12.6,1.8,Liquidambar styraciflua
6.0,4.5,15.9,1.8,Liquidambar styraciflua
6.0,4.0,12.6,1.8,Liquidambar styraciflua
5.0,2.0,3.1,1.5,Liquidambar styraciflua
3.0,1.5,1.8,0.9,Liquidambar styraciflua
9.0,8.0,50.3,2.7,Robinia pseudoacacia
3.0,1.5,1.8,0.9,Liquidambar styraciflua
4.0,2.0,3.1,1.2,Liquidambar styraciflua
3.0,2.0,3.1,0.9,Liquidambar styraciflua
4.0,2.0,3.1,1.2,Liquidambar styraciflua
4.0,3.0,7.1,1.2,Liquidambar styraciflua
3.5,1.5,1.8,1.0,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liquidambar styraciflua
4.0,3.5,9.6,1.2,Liquidambar styraciflua
8.0,3.0,7.1,2.4,Liquidambar styraciflua
4.0,2.5,4.9,1.2,Liriodendron tulipifera
4.0,2.0,3.1,1.2,Liriodendron tulipifera
7.0,4.0,12.6,2.1,Liquidambar styraciflua
5.0,2.0,3.1,1.5,Liquidambar styraciflua
6.0,2.5,4.9,1.8,Liquidambar styraciflua
6.0,2.0,3.1,1.8,Liquidambar styraciflua
7.0,4.0,12.6,2.1,Liquidambar styraciflua
6.0,3.0,7.1,1.8,Liquidambar styraciflua
7.0,6.0,28.3,2.1,Liquidambar styraciflua
3.5,1.5,1.8,1.0,Parrotia persica
8.0,8.0,50.3,2.4,Catalpa bignonioides
7.0,7.0,38.5,2.1,Parrotia persica
8.0,7.0,38.5,2.4,Prunus padus
6.0,6.0,28.3,1.8,Parrotia persica
8.0,7.0,38.5,2.4,Prunus padus
9.0,6.0,28.3,2.7,Catalpa bignonioides
10.0,8.0,50.3,3.0,Catalpa bignonioides
3.5,2.0,3.1,1.0,Parrotia persica
8.0,7.0,38.5,2.4,Prunus padus
7.0,6.0,28.3,2.1,Prunus padus
12.0,8.0,50.3,3.6,Catalpa bignonioides
9.0,6.0,28.3,2.7,Prunus padus
11.0,10.0,78.5,3.3,Catalpa bignonioides
7.0,6.0,28.3,2.1,Parrotia persica
7.0,6.0,28.3,2.1,Parrotia persica
3.5,2.0,3.1,1.0,Parrotia persica
7.0,9.0,63.6,2.1,Catalpa bignonioides
13.0,9.0,63.6,3.9,Catalpa bignonioides
9.0,12.0,113.1,2.7,Aesculus hippocastanum
5.0,6.0,28.3,1.5,Aesculus hippocastanum
8.5,10.0,78.5,2.6,Aesculus hippocastanum
4.0,4.0,12.6,1.2,Aesculus hippocastanum
3.0,1.0,0.8,0.9,Aesculus hippocastanum
10.0,10.0,78.5,3.0,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Aesculus hippocastanum
11.0,13.0,132.7,3.3,Aesculus hippocastanum
12.0,13.0,132.7,3.6,Aesculus hippocastanum
12.0,13.0,132.7,3.6,Aesculus hippocastanum
10.0,12.0,113.1,3.0,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Aesculus hippocastanum
9.0,11.0,95.0,2.7,Aesculus hippocastanum
4.0,2.5,4.9,1.2,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
10.0,11.0,95.0,3.0,Aesculus hippocastanum
10.0,11.0,95.0,3.0,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
3.0,1.5,1.8,0.9,Aesculus hippocastanum
9.5,11.0,95.0,2.8,Aesculus hippocastanum
5.0,5.0,19.6,1.5,Prunus padus
4.5,4.5,15.9,1.3,Aesculus hippocastanum
5.5,7.0,38.5,1.7,Aesculus hippocastanum
3.5,1.5,1.8,1.0,Aesculus hippocastanum
4.5,4.0,12.6,1.3,Aesculus hippocastanum
7.0,4.0,12.6,2.1,Aesculus hippocastanum
7.0,7.0,38.5,2.1,Aesculus hippocastanum
9.5,8.0,50.3,2.8,Aesculus hippocastanum
5.5,5.0,19.6,1.7,Aesculus hippocastanum
5.0,4.5,15.9,1.5,Aesculus hippocastanum
3.0,1.5,1.8,0.9,Aesculus hippocastanum
7.0,5.0,19.6,2.1,Aesculus hippocastanum
7.0,4.5,15.9,2.1,Aesculus hippocastanum
6.0,4.5,15.9,1.8,Aesculus hippocastanum
8.5,7.0,38.5,2.6,Aesculus hippocastanum
10.5,8.0,50.3,3.2,Aesculus hippocastanum
5.0,3.0,7.1,1.5,Aesculus hippocastanum
6.0,4.0,12.6,1.8,Aesculus hippocastanum
9.0,4.0,12.6,2.7,Aesculus hippocastanum
5.5,5.0,19.6,1.7,Aesculus hippocastanum
8.0,8.0,50.3,2.4,Aesculus hippocastanum
5.6,2.5,4.9,1.7,Aesculus hippocastanum
7.0,5.0,19.6,2.1,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Aesculus hippocastanum
11.0,9.0,63.6,3.3,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Aesculus hippocastanum
9.0,8.0,50.3,2.7,Aesculus hippocastanum
11.0,11.0,95.0,3.3,Aesculus hippocastanum
10.0,10.0,78.5,3.0,Aesculus hippocastanum
11.0,12.0,113.1,3.3,Aesculus hippocastanum
12.0,10.0,78.5,3.6,Aesculus hippocastanum
12.0,11.0,95.0,3.6,Aesculus hippocastanum
11.0,10.0,78.5,3.3,Aesculus hippocastanum
12.5,12.0,113.1,3.8,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
12.0,12.0,113.1,3.6,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
12.5,12.5,122.7,3.8,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
12.0,13.0,132.7,3.6,Aesculus hippocastanum
2.5,1.5,1.8,0.8,Aesculus hippocastanum
2.5,2.0,3.1,0.8,Aesculus hippocastanum
3.0,1.5,1.8,0.9,Aesculus hippocastanum
4.0,4.0,12.6,1.2,Aesculus hippocastanum
5.0,4.0,12.6,1.5,Aesculus hippocastanum
4.0,3.5,9.6,1.2,Aesculus hippocastanum
4.0,3.5,9.6,1.2,Aesculus hippocastanum
4.5,4.0,12.6,1.3,Aesculus hippocastanum
4.0,4.0,12.6,1.2,Aesculus hippocastanum
4.5,3.5,9.6,1.3,Aesculus hippocastanum
4.0,2.5,4.9,1.2,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Aesculus hippocastanum
3.0,2.0,3.1,0.9,Aesculus hippocastanum
11.0,10.0,78.5,3.3,Aesculus hippocastanum
6.0,3.0,7.1,1.8,Aesculus hippocastanum
5.5,3.5,9.6,1.7,Aesculus hippocastanum
8.0,8.0,50.3,2.4,Aesculus hippocastanum
8.0,8.0,50.3,2.4,Aesculus hippocastanum
8.0,5.0,19.6,2.4,Aesculus hippocastanum
11.0,8.0,50.3,3.3,Aesculus hippocastanum
8.0,8.0,50.3,2.4,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Aesculus hippocastanum
4.0,4.0,12.6,1.2,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
10.0,10.0,78.5,3.0,Aesculus hippocastanum
9.5,11.0,95.0,2.8,Aesculus hippocastanum
3.5,1.5,1.8,1.0,Aesculus hippocastanum
4.0,3.5,9.6,1.2,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
4.0,3.0,7.1,1.2,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
3.5,2.0,3.1,1.0,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
11.0,12.0,113.1,3.3,Aesculus hippocastanum
3.5,3.0,7.1,1.0,Aesculus hippocastanum
3.0,1.5,1.8,0.9,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
3.5,2.5,4.9,1.0,Aesculus hippocastanum
3.5,3.5,9.6,1.0,Aesculus hippocastanum
12.0,8.0,50.3,3.6,Aesculus hippocastanum
4.0,3.5,9.6,1.2,Aesculus hippocastanum
5.0,4.0,12.6,1.5,Aesculus hippocastanum
4.5,3.5,9.6,1.3,Aesculus hippocastanum
5.5,3.5,9.6,1.7,Aesculus hippocastanum
4.5,3.5,9.6,1.3,Aesculus hippocastanum
4.5,3.5,9.6,1.3,Aesculus hippocastanum
5.0,4.0,12.6,1.5,Aesculus hippocastanum
5.5,4.0,12.6,1.7,Aesculus hippocastanum
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
8.7,7.2,41.1,2.6,Acer negundo
3.5,1.0,0.8,1.0,Sophora japonica
3.5,1.0,0.8,1.0,Sophora japonica
12.0,7.0,38.5,3.6,Sophora japonica
12.0,8.0,50.3,3.6,Sophora japonica
10.0,6.0,28.3,3.0,Sophora japonica
7.0,6.0,28.3,2.1,Sophora japonica
10.0,6.0,28.3,3.0,Sophora japonica
9.0,5.0,19.6,2.7,Sophora japonica
4.0,1.0,0.8,1.2,Sophora japonica
11.0,8.0,50.3,3.3,Quercus rubra
15.0,9.0,63.6,4.5,Quercus rubra
8.0,4.5,15.9,2.4,Quercus rubra
6.0,2.0,3.1,1.8,Quercus rubra
7.0,4.0,12.6,2.1,Quercus rubra
6.0,4.0,12.6,1.8,Quercus rubra
19.0,4.0,12.6,5.7,Quercus rubra
5.4,4.0,12.6,1.6,Magnolia grandiflora
5.5,4.0,12.6,1.7,Magnolia grandiflora
20.0,6.0,28.3,6.0,Quercus rubra
5.5,3.0,7.1,1.7,Magnolia grandiflora
21.0,7.5,44.2,6.3,Quercus rubra
5.5,3.0,7.1,1.7,Magnolia grandiflora
21.0,7.5,44.2,6.3,Quercus rubra
20.0,7.0,38.5,6.0,Quercus rubra
20.0,8.0,50.3,6.0,Quercus rubra
20.0,8.0,50.3,6.0,Quercus rubra
5.5,4.0,12.6,1.7,Magnolia grandiflora
20.0,8.0,50.3,6.0,Quercus rubra
5.5,3.0,7.1,1.7,Magnolia grandiflora
5.5,3.0,7.1,1.7,Magnolia grandiflora
5.5,3.0,7.1,1.7,Magnolia grandiflora
6.0,4.0,12.6,1.8,Magnolia grandiflora
6.0,4.0,12.6,1.8,Magnolia grandiflora
6.0,4.0,12.6,1.8,Magnolia grandiflora
6.0,4.0,12.6,1.8,Magnolia grandiflora
6.0,4.0,12.6,1.8,Magnolia grandiflora
6.0,4.0,12.6,1.8,Magnolia grandiflora
4.0,4.0,12.6,1.2,Photinia x fraseri
5.5,4.0,12.6,1.7,Magnolia grandiflora
3.5,4.0,12.6,1.0,Photinia x fraseri
4.0,4.0,12.6,1.2,Photinia x fraseri
5.5,4.5,15.9,1.7,Magnolia grandiflora
3.5,3.5,9.6,1.0,Photinia x fraseri
4.0,4.0,12.6,1.2,Photinia x fraseri
4.0,4.0,12.6,1.2,Photinia x fraseri
5.5,4.0,12.6,1.7,Magnolia grandiflora
4.0,3.5,9.6,1.2,Photinia x fraseri
4.0,4.0,12.6,1.2,Photinia x fraseri
6.0,4.0,12.6,1.8,Magnolia grandiflora
4.0,4.0,12.6,1.2,Photinia x fraseri
6.0,3.5,9.6,1.8,Magnolia grandiflora
4.0,3.0,7.1,1.2,Photinia x fraseri
5.0,2.5,4.9,1.5,Magnolia grandiflora
5.5,3.5,9.6,1.7,Magnolia grandiflora
5.5,2.5,4.9,1.7,Liriodendron tulipifera
6.0,2.5,4.9,1.8,Liriodendron tulipifera
5.0,3.5,9.6,1.5,Liriodendron tulipifera
4.5,2.5,4.9,1.3,Liriodendron tulipifera
5.0,3.5,9.6,1.5,Liriodendron tulipifera
5.5,3.5,9.6,1.7,Liriodendron tulipifera
5.5,4.0,12.6,1.7,Liriodendron tulipifera
5.5,4.5,15.9,1.7,Liriodendron tulipifera
4.5,3.5,9.6,1.3,Liriodendron tulipifera
4.5,3.0,7.1,1.3,Liriodendron tulipifera
5.0,3.0,7.1,1.5,Liriodendron tulipifera
5.0,3.5,9.6,1.5,Liriodendron tulipifera
5.0,2.5,4.9,1.5,Liriodendron tulipifera
5.5,3.5,9.6,1.7,Liriodendron tulipifera
3.0,2.0,3.1,0.9,Liriodendron tulipifera
4.5,3.5,9.6,1.3,Liriodendron tulipifera
4.5,4.0,12.6,1.3,Liriodendron tulipifera
4.5,4.0,12.6,1.3,Liriodendron tulipifera
4.5,4.0,12.6,1.3,Liriodendron tulipifera
4.5,3.0,7.1,1.3,Liriodendron tulipifera
4.0,2.0,3.1,1.2,Liriodendron tulipifera
4.0,2.0,3.1,1.2,Liriodendron tulipifera
4.5,3.0,7.1,1.3,Liriodendron tulipifera
5.5,4.0,12.6,1.7,Liriodendron tulipifera
4.5,4.0,12.6,1.3,Liriodendron tulipifera
3.5,2.0,3.1,1.0,Liriodendron tulipifera
4.5,4.0,12.6,1.3,Liriodendron tulipifera
5.5,4.0,12.6,1.7,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
4.5,2.5,4.9,1.3,Liriodendron tulipifera
4.5,2.5,4.9,1.3,Liriodendron tulipifera
5.0,3.5,9.6,1.5,Liriodendron tulipifera
4.5,3.5,9.6,1.3,Liriodendron tulipifera
4.5,3.5,9.6,1.3,Liriodendron tulipifera
4.5,3.5,9.6,1.3,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
4.5,3.5,9.6,1.3,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
5.0,4.0,12.6,1.5,Liriodendron tulipifera
4.0,1.5,1.8,1.2,Fraxinus angustifolia
5.0,4.0,12.6,1.5,Acer campestre
5.0,4.0,12.6,1.5,Acer campestre
3.5,1.5,1.8,1.0,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Acer negundo
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
3.5,2.0,3.1,1.0,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Acer negundo
4.0,2.0,3.1,1.2,Fraxinus angustifolia
3.5,1.5,1.8,1.0,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
3.5,1.5,1.8,1.0,Fraxinus angustifolia
3.5,1.5,1.8,1.0,Fraxinus angustifolia
9.0,7.0,38.5,2.7,Acer negundo
9.0,7.0,38.5,2.7,Acer negundo
6.0,3.5,9.6,1.8,Acer campestre
4.0,2.0,3.1,1.2,Fraxinus angustifolia
3.5,2.0,3.1,1.0,Fraxinus angustifolia
4.5,2.5,4.9,1.3,Fraxinus angustifolia
4.5,2.0,3.1,1.3,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.5,2.5,4.9,1.3,Fraxinus angustifolia
4.5,2.5,4.9,1.3,Fraxinus angustifolia
3.5,2.5,4.9,1.0,Acer campestre
4.0,2.0,3.1,1.2,Acer campestre
4.0,2.0,3.1,1.2,Acer campestre
4.0,2.0,3.1,1.2,Acer campestre
4.0,2.0,3.1,1.2,Acer campestre
4.0,2.0,3.1,1.2,Acer campestre
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,1.5,1.8,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
4.0,2.0,3.1,1.2,Fraxinus angustifolia
3.5,1.0,0.8,1.0,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,1.5,1.8,1.2,Parrotia persica
4.0,2.0,3.1,1.2,Parrotia persica
4.0,4.5,15.9,1.2,Parrotia persica
4.0,4.5,15.9,1.2,Parrotia persica
6.0,9.0,63.6,1.8,Parrotia persica
6.0,9.5,70.9,1.8,Acer buergerianum
4.0,4.0,12.6,1.2,Parrotia persica
4.0,4.0,12.6,1.2,Parrotia persica
11.0,5.5,23.8,3.3,Parrotia persica
11.0,8.0,50.3,3.3,Parrotia persica
5.0,4.5,15.9,1.5,Parrotia persica
10.0,8.0,50.3,3.0,Acer negundo
10.0,8.0,50.3,3.0,Parrotia persica
10.5,8.0,50.3,3.2,Parrotia persica
11.0,8.5,56.7,3.3,Acer negundo
10.0,7.5,44.2,3.0,Parrotia persica
6.0,6.0,28.3,1.8,Prunus cerasifera
8.0,7.0,38.5,2.4,Prunus cerasifera
5.0,4.0,12.6,1.5,Prunus cerasifera
6.0,7.0,38.5,1.8,Prunus cerasifera
4.0,3.5,9.6,1.2,Prunus cerasifera
3.5,1.5,1.8,1.0,Prunus cerasifera
9.0,6.5,33.2,2.7,Prunus cerasifera
10.0,8.0,50.3,3.0,Prunus cerasifera
9.0,8.0,50.3,2.7,Prunus cerasifera
8.5,8.0,50.3,2.6,Prunus cerasifera
8.0,8.0,50.3,2.4,Prunus cerasifera
10.0,7.0,38.5,3.0,Pyrus calleryana
11.0,7.0,38.5,3.3,Pyrus calleryana
8.0,4.5,15.9,2.4,Pyrus calleryana
12.0,8.0,50.3,3.6,Pyrus calleryana
6.0,3.5,9.6,1.8,Liriodendron tulipifera
3.5,1.0,0.8,1.0,Photinia serrulata
7.0,5.0,19.6,2.1,Carpinus betulus
8.0,4.0,12.6,2.4,Carpinus betulus
7.0,6.0,28.3,2.1,Carpinus betulus
6.0,7.0,38.5,1.8,Carpinus betulus
3.0,1.5,1.8,0.9,Carpinus betulus
3.0,1.5,1.8,0.9,Carpinus betulus
6.0,7.0,38.5,1.8,Carpinus betulus
4.0,3.0,7.1,1.2,Carpinus betulus
8.0,5.0,19.6,2.4,Carpinus betulus
7.0,3.0,7.1,2.1,Carpinus betulus
8.0,5.0,19.6,2.4,Carpinus betulus
7.0,5.0,19.6,2.1,Carpinus betulus
7.0,5.0,19.6,2.1,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
7.0,6.0,28.3,2.1,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
5.0,3.0,7.1,1.5,Carpinus betulus
4.0,2.0,3.1,1.2,Carpinus betulus
3.0,2.0,3.1,0.9,Carpinus betulus
6.0,5.0,19.6,1.8,Carpinus betulus
7.0,6.0,28.3,2.1,Carpinus betulus
7.0,2.0,3.1,2.1,Carpinus betulus
8.0,4.0,12.6,2.4,Carpinus betulus
7.0,3.0,7.1,2.1,Carpinus betulus
6.0,4.0,12.6,1.8,Carpinus betulus
6.0,1.5,1.8,1.8,Carpinus betulus
6.0,2.0,3.1,1.8,Carpinus betulus
6.0,2.5,4.9,1.8,Carpinus betulus
4.0,2.5,4.9,1.2,Carpinus betulus
5.0,4.0,12.6,1.5,Carpinus betulus
8.0,4.0,12.6,2.4,Carpinus betulus
8.0,5.0,19.6,2.4,Carpinus betulus
7.0,3.0,7.1,2.1,Carpinus betulus
9.0,5.0,19.6,2.7,Carpinus betulus
9.0,5.0,19.6,2.7,Carpinus betulus
8.0,7.0,38.5,2.4,Carpinus betulus
8.0,8.0,50.3,2.4,Carpinus betulus
8.0,7.0,38.5,2.4,Carpinus betulus
7.0,6.0,28.3,2.1,Carpinus betulus
8.0,4.0,12.6,2.4,Carpinus betulus
4.0,1.5,1.8,1.2,Carpinus betulus
