Name,Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Gross Carbon Sequestration (kg/yr)
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,7.0,8.0,50.3,2.1,0.9
Celtis australis,8.0,9.0,63.6,2.4,1.0
Celtis australis,7.0,7.0,38.5,2.1,1.1
Celtis australis,7.0,8.0,50.3,2.1,1.2
Celtis australis,7.0,7.0,38.5,2.1,1.1
Celtis australis,8.0,8.0,50.3,2.4,1.5
Celtis australis,6.0,6.0,28.3,1.8,1.4
Celtis australis,4.0,5.0,19.6,1.2,0.8
Celtis australis,8.0,8.0,50.3,2.4,1.2
Celtis australis,4.0,4.0,12.6,1.2,1.0
Celtis australis,3.0,1.0,0.8,0.9,0.5
Celtis australis,8.0,8.0,50.3,2.4,1.3
Celtis australis,7.0,8.0,50.3,2.1,1.3
Celtis australis,14.0,12.0,113.1,4.2,2.1
Celtis australis,4.0,1.0,0.8,1.2,0.4
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,15.0,11.0,95.0,4.5,1.9
Celtis australis,15.0,12.0,113.1,4.5,2.0
Celtis australis,15.0,11.0,95.0,4.5,1.9
Celtis australis,13.0,11.5,103.9,3.9,1.9
Celtis australis,25.0,4.0,12.6,7.5,1.5
Celtis australis,13.0,12.0,113.1,3.9,2.0
Celtis australis,18.0,9.0,63.6,5.4,2.2
Celtis australis,15.0,15.0,176.7,4.5,1.8
Celtis australis,15.0,11.0,95.0,4.5,1.9
Celtis australis,13.0,12.0,113.1,3.9,2.1
Celtis australis,7.0,6.0,28.3,2.1,1.0
Celtis australis,5.0,6.0,28.3,1.5,1.1
Celtis australis,4.0,2.0,3.1,1.2,0.5
Celtis australis,7.0,7.0,38.5,2.1,1.1
Celtis australis,7.0,8.0,50.3,2.1,1.1
Celtis australis,7.0,8.0,50.3,2.1,1.2
Celtis australis,6.0,7.0,38.5,1.8,1.0
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,7.0,8.0,50.3,2.1,1.1
Celtis australis,7.0,8.0,50.3,2.1,1.1
Celtis australis,4.0,1.0,0.8,1.2,0.4
Celtis australis,6.0,6.0,28.3,1.8,1.1
Celtis australis,6.0,6.0,28.3,1.8,1.1
Celtis australis,6.0,7.0,38.5,1.8,1.1
Celtis australis,14.0,12.0,113.1,4.2,2.2
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,14.0,12.0,113.1,4.2,2.2
Celtis australis,7.0,4.0,12.6,2.1,0.8
Celtis australis,20.0,4.0,12.6,6.0,1.3
Celtis australis,12.0,10.0,78.5,3.6,1.2
Celtis australis,10.0,9.0,63.6,3.0,1.2
Celtis australis,10.0,9.0,63.6,3.0,1.2
Celtis australis,15.0,11.0,95.0,4.5,1.9
Celtis australis,12.0,8.0,50.3,3.6,1.6
Celtis australis,13.0,12.0,113.1,3.9,2.0
Celtis australis,12.0,11.0,95.0,3.6,1.6
Celtis australis,12.0,8.0,50.3,3.6,1.6
Celtis australis,17.0,9.0,63.6,5.1,1.8
Celtis australis,12.0,11.0,95.0,3.6,1.8
Celtis australis,18.0,12.0,113.1,5.4,0.8
Celtis australis,5.0,5.0,19.6,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.9
Celtis australis,13.0,12.0,113.1,3.9,1.8
Celtis australis,12.0,12.0,113.1,3.6,1.8
Celtis australis,13.0,12.0,113.1,3.9,1.8
Celtis australis,12.5,11.0,95.0,3.8,1.8
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,8.0,6.0,28.3,2.4,0.8
Celtis australis,8.0,8.0,50.3,2.4,1.1
Celtis australis,8.0,8.0,50.3,2.4,1.1
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,8.0,6.0,28.3,2.4,1.2
Celtis australis,8.0,6.0,28.3,2.4,1.2
Celtis australis,10.0,8.0,50.3,3.0,1.3
Celtis australis,13.0,12.5,122.7,3.9,2.0
Celtis australis,20.0,12.0,113.1,6.0,2.0
Celtis australis,15.0,12.5,122.7,4.5,2.1
Celtis australis,8.0,5.5,23.8,2.4,1.0
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,6.0,6.0,28.3,1.8,0.9
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,14.0,12.0,113.1,4.2,2.1
Celtis australis,5.0,5.0,19.6,1.5,0.8
Celtis australis,5.0,5.0,19.6,1.5,0.8
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,4.5,4.0,12.6,1.3,0.8
Celtis australis,4.5,4.0,12.6,1.3,0.8
Celtis australis,4.5,4.0,12.6,1.3,0.8
Celtis australis,4.5,4.0,12.6,1.3,0.9
Celtis australis,4.5,4.0,12.6,1.3,0.8
Celtis australis,16.0,10.0,78.5,4.8,1.8
Celtis australis,18.0,11.0,95.0,5.4,0.8
Celtis australis,15.0,9.0,63.6,4.5,2.0
Celtis australis,15.0,8.0,50.3,4.5,1.8
Celtis australis,14.0,6.0,28.3,4.2,2.2
Celtis australis,14.0,4.0,12.6,4.2,1.2
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,4.0,4.0,12.6,1.2,0.7
Celtis australis,3.5,4.0,12.6,1.0,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,6.0,6.0,28.3,1.8,1.1
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,15.0,12.0,113.1,4.5,2.0
Celtis australis,18.0,11.0,95.0,5.4,1.9
Celtis australis,14.0,11.0,95.0,4.2,1.8
Celtis australis,9.0,8.0,50.3,2.7,2.0
Celtis australis,13.0,11.0,95.0,3.9,2.0
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,11.0,9.0,63.6,3.3,1.6
Celtis australis,12.0,11.0,95.0,3.6,1.7
Celtis australis,13.0,10.0,78.5,3.9,1.6
Celtis australis,14.0,12.0,113.1,4.2,2.2
Celtis australis,12.0,10.0,78.5,3.6,1.8
Celtis australis,12.0,10.0,78.5,3.6,1.7
Celtis australis,6.0,8.0,50.3,1.8,1.2
Celtis australis,12.0,9.0,63.6,3.6,1.7
Celtis australis,12.0,9.0,63.6,3.6,1.7
Celtis australis,15.0,4.0,12.6,4.5,1.0
Celtis australis,3.5,1.0,0.8,1.0,0.5
Celtis australis,14.0,8.0,50.3,4.2,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,9.0,12.0,113.1,2.7,1.2
Celtis australis,17.0,8.0,50.3,5.1,0.8
Celtis australis,18.0,10.0,78.5,5.4,1.8
Celtis australis,13.0,11.5,103.9,3.9,2.0
Celtis australis,12.0,12.0,113.1,3.6,1.9
Celtis australis,12.0,12.0,113.1,3.6,1.9
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,15.0,12.0,113.1,4.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,12.0,12.0,113.1,3.6,2.0
Celtis australis,12.0,12.0,113.1,3.6,1.9
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,12.0,11.0,95.0,3.6,1.8
Celtis australis,12.0,12.5,122.7,3.6,2.0
Celtis australis,12.0,12.0,113.1,3.6,1.9
Celtis australis,12.0,11.5,103.9,3.6,1.9
Celtis australis,19.0,11.5,103.9,5.7,1.8
Celtis australis,13.0,11.5,103.9,3.9,1.8
Celtis australis,15.0,9.0,63.6,4.5,0.8
Celtis australis,9.0,12.0,113.1,2.7,0.8
Celtis australis,15.0,11.0,95.0,4.5,1.8
Celtis australis,13.0,12.0,113.1,3.9,1.9
Celtis australis,13.0,12.5,122.7,3.9,2.0
Celtis australis,6.0,6.0,28.3,1.8,1.2
Celtis australis,11.5,10.5,86.6,3.4,1.4
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,7.0,7.0,38.5,2.1,1.2
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,5.0,5.0,19.6,1.5,0.8
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,14.0,12.0,113.1,4.2,2.0
Celtis australis,12.5,10.0,78.5,3.8,1.8
Celtis australis,10.0,12.0,113.1,3.0,1.3
Celtis australis,11.0,9.0,63.6,3.3,1.6
Celtis australis,12.0,9.0,63.6,3.6,1.8
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,5.0,4.0,12.6,1.5,0.6
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,14.0,12.0,113.1,4.2,2.0
Celtis australis,3.5,1.5,1.8,1.0,0.5
Celtis australis,14.0,12.0,113.1,4.2,1.9
Celtis australis,7.5,6.0,28.3,2.3,0.7
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,13.0,7.0,38.5,3.9,1.7
Celtis australis,12.0,12.0,113.1,3.6,1.3
Celtis australis,9.0,8.0,50.3,2.7,0.3
Celtis australis,13.0,11.5,103.9,3.9,2.0
Celtis australis,11.0,9.0,63.6,3.3,1.4
Celtis australis,11.0,8.0,50.3,3.3,1.1
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,13.0,11.0,95.0,3.9,1.6
Celtis australis,12.5,11.0,95.0,3.8,1.6
Celtis australis,11.0,10.0,78.5,3.3,1.6
Celtis australis,10.0,9.0,63.6,3.0,1.2
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,6.0,3.5,9.6,1.8,0.8
Celtis australis,5.5,4.0,12.6,1.7,0.9
Celtis australis,4.5,3.5,9.6,1.3,0.8
Celtis australis,5.0,3.5,9.6,1.5,0.8
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,11.0,8.0,50.3,3.3,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.3
Celtis australis,8.0,10.0,78.5,2.4,1.5
Celtis australis,10.0,6.0,28.3,3.0,1.2
Celtis australis,9.0,5.0,19.6,2.7,1.0
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,20.0,3.0,7.1,6.0,1.3
Celtis australis,14.0,11.0,95.0,4.2,1.4
Celtis australis,7.5,6.0,28.3,2.3,0.8
Celtis australis,14.0,12.0,113.1,4.2,2.1
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,14.0,12.5,122.7,4.2,1.9
Celtis australis,14.0,12.5,122.7,4.2,2.2
Celtis australis,13.0,11.0,95.0,3.9,2.1
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,15.0,13.0,132.7,4.5,1.9
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,13.0,12.5,122.7,3.9,2.0
Celtis australis,13.0,12.0,113.1,3.9,2.1
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,9.0,8.0,50.3,2.7,1.2
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,15.0,12.0,113.1,4.5,1.9
Celtis australis,8.3,6.7,35.2,2.5,1.3
Platanus x hispanica,6.0,4.0,12.6,1.8,4.1
Platanus x hispanica,5.0,1.0,0.8,1.5,1.1
Platanus x hispanica,12.0,4.0,12.6,3.6,8.2
Platanus x hispanica,12.0,8.0,50.3,3.6,11.8
Platanus x hispanica,7.0,6.0,28.3,2.1,3.8
Platanus x hispanica,5.0,3.0,7.1,1.5,2.0
Platanus x hispanica,6.0,6.0,28.3,1.8,3.0
Platanus x hispanica,7.0,7.0,38.5,2.1,5.7
Platanus x hispanica,16.0,18.0,254.5,4.8,32.8
Platanus x hispanica,4.0,1.0,0.8,1.2,0.9
Platanus x hispanica,5.0,1.5,1.8,1.5,0.9
Platanus x hispanica,6.0,5.0,19.6,1.8,3.5
Platanus x hispanica,6.0,6.0,28.3,1.8,6.7
Platanus x hispanica,4.0,1.0,0.8,1.2,0.9
Platanus x hispanica,8.0,8.0,50.3,2.4,3.5
Platanus x hispanica,8.0,8.0,50.3,2.4,3.5
Platanus x hispanica,8.0,7.0,38.5,2.4,3.2
Platanus x hispanica,4.0,1.0,0.8,1.2,1.1
Platanus x hispanica,10.0,9.0,63.6,3.0,3.8
Platanus x hispanica,6.0,5.0,19.6,1.8,3.0
Platanus x hispanica,6.0,5.0,19.6,1.8,3.0
Platanus x hispanica,9.0,8.0,50.3,2.7,3.2
Platanus x hispanica,6.0,5.0,19.6,1.8,3.0
Platanus x hispanica,7.0,6.0,28.3,2.1,2.7
Platanus x hispanica,19.0,12.0,113.1,5.7,20.5
Platanus x hispanica,8.0,8.0,50.3,2.4,3.5
Platanus x hispanica,8.0,8.0,50.3,2.4,3.8
Platanus x hispanica,8.0,8.0,50.3,2.4,3.5
Platanus x hispanica,7.0,7.0,38.5,2.1,3.0
Platanus x hispanica,7.0,7.0,38.5,2.1,3.0
Platanus x hispanica,7.0,7.0,38.5,2.1,3.5
Platanus x hispanica,8.0,8.0,50.3,2.4,3.5
Platanus x hispanica,6.0,6.0,28.3,1.8,3.2
Platanus x hispanica,6.0,2.0,3.1,1.8,1.3
Platanus x hispanica,8.0,6.0,28.3,2.4,3.0
Platanus x hispanica,9.0,9.0,63.6,2.7,9.3
Platanus x hispanica,9.0,9.0,63.6,2.7,11.8
Platanus x hispanica,9.0,9.0,63.6,2.7,11.8
Platanus x hispanica,16.0,10.0,78.5,4.8,10.5
Platanus x hispanica,6.0,6.0,28.3,1.8,1.5
Platanus x hispanica,25.0,12.0,113.1,7.5,30.1
Platanus x hispanica,4.0,1.5,1.8,1.2,0.8
Platanus x hispanica,24.0,25.0,490.9,7.2,0.3
Platanus x hispanica,7.0,6.0,28.3,2.1,3.0
Platanus x hispanica,8.0,7.0,38.5,2.4,3.0
Platanus x hispanica,8.0,11.0,95.0,2.4,20.5
Platanus x hispanica,7.0,7.0,38.5,2.1,6.0
Platanus x hispanica,19.0,19.0,283.5,5.7,36.5
Platanus x hispanica,9.0,9.0,63.6,2.7,11.8
Platanus x hispanica,17.0,18.0,254.5,5.1,36.5
Platanus x hispanica,16.0,15.0,176.7,4.8,15.7
Platanus x hispanica,18.0,17.0,227.0,5.4,32.6
Platanus x hispanica,19.0,14.0,153.9,5.7,33.7
Platanus x hispanica,22.0,15.0,176.7,6.6,36.5
Platanus x hispanica,24.0,18.0,254.5,7.2,34.9
Platanus x hispanica,22.0,15.0,176.7,6.6,30.1
Platanus x hispanica,19.0,11.0,95.0,5.7,28.3
Platanus x hispanica,21.0,19.0,283.5,6.3,33.7
Platanus x hispanica,5.0,3.0,7.1,1.5,2.0
Platanus x hispanica,23.0,14.0,153.9,6.9,36.5
Platanus x hispanica,24.0,18.0,254.5,7.2,30.1
Platanus x hispanica,26.0,20.0,314.2,7.8,4.3
Platanus x hispanica,12.0,7.0,38.5,3.6,3.8
Platanus x hispanica,17.0,17.0,227.0,5.1,23.0
Platanus x hispanica,8.0,8.0,50.3,2.4,3.0
Platanus x hispanica,24.0,24.0,452.4,7.2,0.3
Platanus x hispanica,3.0,1.0,0.8,0.9,1.1
Platanus x hispanica,4.0,1.0,0.8,1.2,0.9
Platanus x hispanica,6.0,2.0,3.1,1.8,1.3
Platanus x hispanica,7.0,6.0,28.3,2.1,5.7
Platanus x hispanica,6.0,2.0,3.1,1.8,1.1
Platanus x hispanica,4.5,1.5,1.8,1.3,0.9
Platanus x hispanica,4.0,1.5,1.8,1.2,1.1
Platanus x hispanica,6.0,6.0,28.3,1.8,3.0
Platanus x hispanica,5.0,1.5,1.8,1.5,1.1
Platanus x hispanica,5.0,1.5,1.8,1.5,1.1
Platanus x hispanica,2.0,2.0,3.1,0.6,2.4
Platanus x hispanica,2.0,2.0,3.1,0.6,2.4
Platanus x hispanica,2.0,2.0,3.1,0.6,1.1
Platanus x hispanica,3.0,5.0,19.6,0.9,2.4
Platanus x hispanica,4.0,1.5,1.8,1.2,0.9
Platanus x hispanica,4.0,7.0,38.5,1.2,4.7
Platanus x hispanica,28.0,18.0,254.5,8.4,6.7
Platanus x hispanica,22.0,18.0,254.5,6.6,31.0
Platanus x hispanica,20.0,11.0,95.0,6.0,23.0
Platanus x hispanica,18.0,11.0,95.0,5.4,23.0
Platanus x hispanica,27.0,11.0,95.0,8.1,18.1
Platanus x hispanica,18.0,10.0,78.5,5.4,31.0
Platanus x hispanica,10.0,6.0,28.3,3.0,6.7
Platanus x hispanica,18.0,16.0,201.1,5.4,25.6
Platanus x hispanica,18.0,18.0,254.5,5.4,34.9
Platanus x hispanica,17.0,18.0,254.5,5.1,36.5
Platanus x hispanica,9.0,9.0,63.6,2.7,6.7
Platanus x hispanica,9.0,9.0,63.6,2.7,11.8
Platanus x hispanica,17.0,9.0,63.6,5.1,31.0
Platanus x hispanica,10.0,7.0,38.5,3.0,11.3
Platanus x hispanica,10.0,8.0,50.3,3.0,3.2
Platanus x hispanica,6.0,5.0,19.6,1.8,3.5
Platanus x hispanica,7.0,2.0,3.1,2.1,1.5
Platanus x hispanica,4.0,1.0,0.8,1.2,1.1
Platanus x hispanica,12.0,10.0,78.5,3.6,6.7
Platanus x hispanica,13.0,10.0,78.5,3.9,8.9
Platanus x hispanica,13.0,12.0,113.1,3.9,11.8
Platanus x hispanica,11.0,8.0,50.3,3.3,4.4
Platanus x hispanica,14.0,8.0,50.3,4.2,9.3
Platanus x hispanica,6.0,5.0,19.6,1.8,3.0
Platanus x hispanica,4.5,1.5,1.8,1.3,1.1
Platanus x hispanica,4.5,1.5,1.8,1.3,1.1
Platanus x hispanica,4.5,1.5,1.8,1.3,1.1
Platanus x hispanica,4.0,1.5,1.8,1.2,1.1
Platanus x hispanica,6.0,6.0,28.3,1.8,3.0
Platanus x hispanica,6.0,6.0,28.3,1.8,2.7
Platanus x hispanica,6.0,6.0,28.3,1.8,2.7
Platanus x hispanica,6.0,6.0,28.3,1.8,2.7
Platanus x hispanica,6.0,6.0,28.3,1.8,2.7
Platanus x hispanica,6.0,6.0,28.3,1.8,3.2
Platanus x hispanica,6.0,5.0,19.6,1.8,3.0
Platanus x hispanica,7.0,6.0,28.3,2.1,3.2
Platanus x hispanica,4.0,1.5,1.8,1.2,1.1
Platanus x hispanica,7.0,6.0,28.3,2.1,3.2
Platanus x hispanica,4.0,1.5,1.8,1.2,0.8
Platanus x hispanica,6.0,4.0,12.6,1.8,2.2
Platanus x hispanica,6.0,4.0,12.6,1.8,2.2
Platanus x hispanica,7.0,6.0,28.3,2.1,3.2
Platanus x hispanica,6.0,3.0,7.1,1.8,2.4
Platanus x hispanica,10.0,6.0,28.3,3.0,3.0
Platanus x hispanica,7.0,1.5,1.8,2.1,2.2
Platanus x hispanica,2.0,2.0,3.1,0.6,2.4
Platanus x hispanica,6.0,1.5,1.8,1.8,1.1
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,6.0,6.0,28.3,1.8,3.2
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,6.0,1.5,1.8,1.8,1.1
Platanus x hispanica,6.0,1.5,1.8,1.8,1.1
Platanus x hispanica,6.0,1.5,1.8,1.8,1.1
Platanus x hispanica,3.0,9.6,72.5,0.9,0.9
Platanus x hispanica,7.0,6.0,28.3,2.1,5.3
Platanus x hispanica,6.0,5.0,19.6,1.8,3.0
Platanus x hispanica,6.0,4.0,12.6,1.8,2.7
Platanus x hispanica,6.0,6.0,28.3,1.8,3.0
Platanus x hispanica,7.0,7.0,38.5,2.1,4.1
Platanus x hispanica,7.0,11.0,95.0,2.1,7.1
Platanus x hispanica,13.0,10.0,78.5,3.9,18.1
Platanus x hispanica,9.0,6.0,28.3,2.7,7.8
Platanus x hispanica,7.0,11.0,95.0,2.1,7.1
Platanus x hispanica,4.0,3.0,7.1,1.2,1.5
Platanus x hispanica,20.0,17.0,227.0,6.0,5.5
Platanus x hispanica,4.0,3.0,7.1,1.2,1.5
Platanus x hispanica,4.0,3.0,7.1,1.2,1.5
Platanus x hispanica,5.0,4.0,12.6,1.5,3.0
Platanus x hispanica,6.0,4.0,12.6,1.8,2.0
Platanus x hispanica,5.0,3.0,7.1,1.5,1.5
Platanus x hispanica,16.0,21.0,346.4,4.8,36.5
Platanus x hispanica,28.0,21.0,346.4,8.4,30.1
Platanus x hispanica,12.0,14.0,153.9,3.6,20.5
Platanus x hispanica,12.0,14.0,153.9,3.6,25.6
Platanus x hispanica,12.0,14.0,153.9,3.6,20.5
Platanus x hispanica,12.0,14.0,153.9,3.6,20.5
Platanus x hispanica,6.0,4.0,12.6,1.8,3.5
Platanus x hispanica,6.0,4.0,12.6,1.8,3.0
Platanus x hispanica,6.0,4.0,12.6,1.8,3.0
Platanus x hispanica,12.0,7.0,38.5,3.6,6.7
Platanus x hispanica,6.0,4.0,12.6,1.8,3.0
Platanus x hispanica,6.0,4.0,12.6,1.8,3.0
Platanus x hispanica,6.0,6.0,28.3,1.8,3.0
Platanus x hispanica,6.0,6.0,28.3,1.8,3.0
Platanus x hispanica,7.0,6.0,28.3,2.1,4.1
Platanus x hispanica,7.0,7.0,38.5,2.1,4.4
Platanus x hispanica,6.0,4.0,12.6,1.8,2.7
Platanus x hispanica,6.0,3.0,7.1,1.8,2.4
Platanus x hispanica,6.0,4.0,12.6,1.8,2.7
Platanus x hispanica,6.0,4.0,12.6,1.8,2.7
Platanus x hispanica,5.0,4.0,12.6,1.5,2.4
Platanus x hispanica,5.0,3.0,7.1,1.5,2.2
Platanus x hispanica,6.5,5.0,19.6,1.9,3.2
Platanus x hispanica,6.5,5.0,19.6,1.9,3.2
Platanus x hispanica,6.0,3.0,7.1,1.8,1.7
Platanus x hispanica,5.0,3.0,7.1,1.5,1.3
Platanus x hispanica,6.0,4.0,12.6,1.8,1.7
Platanus x hispanica,6.0,5.0,19.6,1.8,2.7
Platanus x hispanica,6.0,4.0,12.6,1.8,2.7
Platanus x hispanica,6.0,5.0,19.6,1.8,2.7
Platanus x hispanica,6.5,5.0,19.6,1.9,3.0
Platanus x hispanica,6.5,6.0,28.3,1.9,3.5
Platanus x hispanica,7.0,7.0,38.5,2.1,4.7
Platanus x hispanica,7.0,7.0,38.5,2.1,4.7
Platanus x hispanica,6.0,3.0,7.1,1.8,1.7
Platanus x hispanica,8.0,2.0,3.1,2.4,2.2
Platanus x hispanica,7.0,2.0,3.1,2.1,2.0
Platanus x hispanica,6.0,2.0,3.1,1.8,1.5
Platanus x hispanica,13.0,11.0,95.0,3.9,21.5
Platanus x hispanica,14.0,12.0,113.1,4.2,19.1
Platanus x hispanica,12.0,9.0,63.6,3.6,9.3
Platanus x hispanica,24.0,12.0,113.1,7.2,20.5
Platanus x hispanica,6.5,5.0,19.6,1.9,3.5
Platanus x hispanica,7.0,6.0,28.3,2.1,3.8
Platanus x hispanica,26.0,20.0,314.2,7.8,8.1
Platanus x hispanica,24.0,18.0,254.5,7.2,30.1
Platanus x hispanica,4.0,2.0,3.1,1.2,1.5
Platanus x hispanica,10.0,9.0,63.6,3.0,11.3
Platanus x hispanica,9.0,8.5,56.7,2.7,7.1
Platanus x hispanica,4.0,2.5,4.9,1.2,2.0
Platanus x hispanica,10.0,8.0,50.3,3.0,12.6
Platanus x hispanica,8.0,7.5,44.2,2.4,4.7
Platanus x hispanica,11.0,10.0,78.5,3.3,13.1
Platanus x hispanica,8.5,8.0,50.3,2.6,8.2
Platanus x hispanica,8.0,8.0,50.3,2.4,8.2
Platanus x hispanica,4.5,2.0,3.1,1.3,2.0
Platanus x hispanica,8.0,8.0,50.3,2.4,6.0
Platanus x hispanica,5.0,3.5,9.6,1.5,1.7
Platanus x hispanica,5.0,2.5,4.9,1.5,0.8
Platanus x hispanica,4.5,3.0,7.1,1.3,2.4
Platanus x hispanica,4.5,2.5,4.9,1.3,3.0
Platanus x hispanica,9.0,7.0,38.5,2.7,8.5
Platanus x hispanica,11.0,7.0,38.5,3.3,6.4
Platanus x hispanica,8.0,6.0,28.3,2.4,5.7
Platanus x hispanica,38.0,25.0,490.9,11.4,0.7
Platanus x hispanica,3.0,2.0,3.1,0.9,2.4
Platanus x hispanica,17.0,12.0,113.1,5.1,18.1
Platanus x hispanica,25.0,22.0,380.1,7.5,8.1
Platanus x hispanica,8.0,8.0,50.3,2.4,3.8
Platanus x hispanica,21.0,17.0,227.0,6.3,30.1
Platanus x hispanica,16.0,12.0,113.1,4.8,34.9
Platanus x hispanica,21.0,18.0,254.5,6.3,34.9
Platanus x hispanica,23.0,19.0,283.5,6.9,0.3
Platanus x hispanica,30.0,23.0,415.5,9.0,8.1
Platanus x hispanica,24.0,19.0,283.5,7.2,0.7
Platanus x hispanica,6.0,2.0,3.1,1.8,1.1
Platanus x hispanica,24.0,18.0,254.5,7.2,3.1
Platanus x hispanica,25.0,18.0,254.5,7.5,0.7
Platanus x hispanica,28.0,15.0,176.7,8.4,3.1
