Name,Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Gross Carbon Sequestration (kg/yr)
Carpinus betulus,4.0,2.0,3.1,1.2,2.5
Carpinus betulus,4.0,2.0,3.1,1.2,3.0
Carpinus betulus,6.0,5.0,19.6,1.8,6.1
Carpinus betulus,6.0,5.0,19.6,1.8,6.1
Carpinus betulus,8.0,8.0,50.3,2.4,1.8
Carpinus betulus,8.0,8.0,50.3,2.4,1.8
Carpinus betulus,5.0,2.0,3.1,1.5,3.0
Carpinus betulus,8.0,8.0,50.3,2.4,6.1
Carpinus betulus,12.0,18.0,254.5,3.6,1.0
Carpinus betulus,5.0,8.0,50.3,1.5,5.3
Carpinus betulus,4.0,3.0,7.1,1.2,4.2
Carpinus betulus,4.0,3.0,7.1,1.2,4.2
Carpinus betulus,4.0,3.0,7.1,1.2,4.2
Carpinus betulus,4.0,3.0,7.1,1.2,4.2
Carpinus betulus,4.0,3.0,7.1,1.2,4.2
Carpinus betulus,4.0,4.0,12.6,1.2,3.5
Carpinus betulus,4.0,4.0,12.6,1.2,3.5
Carpinus betulus,3.0,1.0,0.8,0.9,1.7
Carpinus betulus,3.0,1.0,0.8,0.9,1.7
Carpinus betulus,3.0,1.0,0.8,0.9,1.7
Carpinus betulus,8.0,8.0,50.3,2.4,4.7
Carpinus betulus,8.0,12.0,113.1,2.4,6.3
Carpinus betulus,5.0,2.0,3.1,1.5,3.5
Carpinus betulus,4.0,2.0,3.1,1.2,3.2
Carpinus betulus,3.0,2.0,3.1,0.9,1.9
Carpinus betulus,3.0,2.0,3.1,0.9,2.5
Carpinus betulus,3.0,2.0,3.1,0.9,2.5
Carpinus betulus,3.0,2.0,3.1,0.9,3.0
Carpinus betulus,4.0,2.0,3.1,1.2,2.7
Carpinus betulus,3.0,2.0,3.1,0.9,1.9
Carpinus betulus,4.0,2.0,3.1,1.2,3.2
Carpinus betulus,4.0,2.0,3.1,1.2,2.7
Carpinus betulus,4.0,1.0,0.8,1.2,1.0
Carpinus betulus,4.0,3.0,7.1,1.2,3.0
Carpinus betulus,5.0,3.0,7.1,1.5,3.2
Carpinus betulus,5.0,3.0,7.1,1.5,3.2
Carpinus betulus,6.0,3.0,7.1,1.8,5.0
Carpinus betulus,6.0,3.0,7.1,1.8,4.5
Carpinus betulus,6.0,3.0,7.1,1.8,5.3
Carpinus betulus,5.0,3.0,7.1,1.5,3.7
Carpinus betulus,5.0,3.0,7.1,1.5,3.9
Carpinus betulus,5.0,3.0,7.1,1.5,3.5
Carpinus betulus,6.0,3.0,7.1,1.8,6.7
Carpinus betulus,6.0,3.0,7.1,1.8,3.5
Carpinus betulus,4.0,2.0,3.1,1.2,3.2
Carpinus betulus,4.5,1.5,1.8,1.3,1.3
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,4.0,5.0,19.6,1.2,2.5
Carpinus betulus,6.0,7.0,38.5,1.8,3.5
Carpinus betulus,5.0,6.0,28.3,1.5,2.5
Carpinus betulus,5.0,5.0,19.6,1.5,3.0
Carpinus betulus,5.0,4.0,12.6,1.5,2.3
Carpinus betulus,6.0,7.0,38.5,1.8,3.9
Carpinus betulus,6.0,6.0,28.3,1.8,3.0
Carpinus betulus,4.0,2.0,3.1,1.2,1.1
Carpinus betulus,4.0,2.0,3.1,1.2,1.1
Carpinus betulus,3.5,1.0,0.8,1.0,0.8
Carpinus betulus,3.0,1.0,0.8,0.9,1.0
Carpinus betulus,3.0,1.0,0.8,0.9,1.0
Carpinus betulus,3.0,1.0,0.8,0.9,1.0
Carpinus betulus,4.0,2.0,3.1,1.2,3.5
Carpinus betulus,11.0,9.0,63.6,3.3,2.9
Carpinus betulus,4.0,2.0,3.1,1.2,3.0
Carpinus betulus,6.0,3.0,7.1,1.8,3.7
Carpinus betulus,4.0,2.0,3.1,1.2,3.0
Carpinus betulus,4.0,2.0,3.1,1.2,2.7
Carpinus betulus,4.0,2.0,3.1,1.2,2.7
Carpinus betulus,4.0,2.0,3.1,1.2,2.1
Carpinus betulus,4.0,2.0,3.1,1.2,2.1
Carpinus betulus,7.0,8.0,50.3,2.1,6.7
Carpinus betulus,4.0,2.0,3.1,1.2,2.5
Carpinus betulus,4.0,3.0,7.1,1.2,2.1
Carpinus betulus,4.0,3.0,7.1,1.2,2.5
Carpinus betulus,3.0,2.0,3.1,0.9,2.1
Carpinus betulus,4.0,2.0,3.1,1.2,2.5
Carpinus betulus,4.0,2.0,3.1,1.2,2.1
Carpinus betulus,4.0,2.0,3.1,1.2,2.1
Carpinus betulus,4.0,2.0,3.1,1.2,2.1
Carpinus betulus,4.0,2.0,3.1,1.2,2.1
Carpinus betulus,4.0,3.0,7.1,1.2,3.2
Carpinus betulus,4.0,2.0,3.1,1.2,2.5
Carpinus betulus,4.0,2.0,3.1,1.2,1.9
Carpinus betulus,3.0,2.0,3.1,0.9,2.1
Carpinus betulus,4.0,2.0,3.1,1.2,3.0
Carpinus betulus,3.0,2.0,3.1,0.9,2.1
Carpinus betulus,4.0,2.0,3.1,1.2,2.7
Carpinus betulus,4.0,3.0,7.1,1.2,2.7
Carpinus betulus,5.0,4.0,12.6,1.5,3.5
Carpinus betulus,4.0,2.0,3.1,1.2,2.5
Carpinus betulus,4.0,4.0,12.6,1.2,3.2
Carpinus betulus,4.0,4.0,12.6,1.2,3.2
Carpinus betulus,5.0,3.0,7.1,1.5,2.1
Carpinus betulus,8.0,5.0,19.6,2.4,3.7
Carpinus betulus,6.2,3.6,10.1,1.9,3.2
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,6.0,2.0,3.1,1.8,0.6
Carpinus betulus,6.0,2.0,3.1,1.8,0.6
Carpinus betulus,6.0,2.0,3.1,1.8,0.6
Carpinus betulus,8.0,3.0,7.1,2.4,1.7
Carpinus betulus,6.0,3.0,7.1,1.8,3.9
Carpinus betulus,4.0,3.0,7.1,1.2,1.7
Carpinus betulus,6.0,2.0,3.1,1.8,0.6
Carpinus betulus,15.0,4.0,12.6,4.5,5.3
Carpinus betulus,15.0,3.0,7.1,4.5,1.7
Carpinus betulus,8.0,3.0,7.1,2.4,1.7
Carpinus betulus,15.0,4.0,12.6,4.5,3.9
Carpinus betulus,8.0,3.0,7.1,2.4,1.7
Carpinus betulus,8.0,4.0,12.6,2.4,2.7
Carpinus betulus,7.0,1.5,1.8,2.1,1.0
Carpinus betulus,15.0,4.0,12.6,4.5,6.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,6.0,2.0,3.1,1.8,0.6
Carpinus betulus,6.0,2.0,3.1,1.8,0.6
Carpinus betulus,8.0,6.0,28.3,2.4,2.3
Carpinus betulus,4.5,3.0,7.1,1.3,2.1
Carpinus betulus,20.0,4.0,12.6,6.0,0.4
Carpinus betulus,12.0,3.0,7.1,3.6,3.9
Carpinus betulus,12.0,3.0,7.1,3.6,3.9
Carpinus betulus,12.0,3.0,7.1,3.6,3.9
Carpinus betulus,6.0,2.0,3.1,1.8,0.6
Carpinus betulus,8.0,3.0,7.1,2.4,3.9
Carpinus betulus,8.0,3.0,7.1,2.4,3.9
Carpinus betulus,6.0,3.0,7.1,1.8,1.7
Carpinus betulus,6.0,3.0,7.1,1.8,1.7
Carpinus betulus,6.0,3.0,7.1,1.8,1.7
Carpinus betulus,6.0,3.0,7.1,1.8,1.7
Carpinus betulus,6.0,3.0,7.1,1.8,1.7
Carpinus betulus,8.0,3.0,7.1,2.4,3.9
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,8.0,2.0,3.1,2.4,1.7
Carpinus betulus,25.0,4.0,12.6,7.5,0.5
Carpinus betulus,18.0,4.0,12.6,5.4,4.4
Carpinus betulus,20.0,4.0,12.6,6.0,0.4
Carpinus betulus,10.0,6.0,28.3,3.0,3.5
Carpinus betulus,5.0,4.0,12.6,1.5,2.1
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,10.0,6.0,28.3,3.0,3.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,5.0,3.0,7.1,1.5,1.7
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,4.0,2.5,4.9,1.2,1.5
Carpinus betulus,10.0,6.0,28.3,3.0,4.7
Carpinus betulus,6.0,2.0,3.1,1.8,1.1
Carpinus betulus,10.0,3.0,7.1,3.0,1.7
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,4.0,1.5,1.8,1.2,1.1
Carpinus betulus,8.0,2.0,3.1,2.4,1.7
Carpinus betulus,8.0,2.0,3.1,2.4,1.7
Carpinus betulus,8.0,2.0,3.1,2.4,1.7
Carpinus betulus,8.0,2.0,3.1,2.4,1.7
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,4.0,3.0,7.1,1.2,1.1
Carpinus betulus,4.0,2.0,3.1,1.2,1.1
Carpinus betulus,4.5,2.0,3.1,1.3,1.5
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,8.0,4.0,12.6,2.4,3.9
Carpinus betulus,15.0,4.0,12.6,4.5,6.1
Carpinus betulus,8.0,4.0,12.6,2.4,3.9
Carpinus betulus,4.5,2.0,3.1,1.3,1.5
Carpinus betulus,5.0,3.0,7.1,1.5,1.7
Carpinus betulus,6.0,3.0,7.1,1.8,1.1
Carpinus betulus,5.0,3.0,7.1,1.5,1.7
Carpinus betulus,4.5,2.5,4.9,1.3,1.7
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,6.0,2.0,3.1,1.8,1.1
Carpinus betulus,6.0,3.0,7.1,1.8,1.1
Carpinus betulus,4.5,2.0,3.1,1.3,1.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.7
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,6.2,3.6,10.1,1.9,3.2
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,4.5,2.0,3.1,1.3,1.5
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,4.5,2.0,3.1,1.3,1.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.7
Carpinus betulus,4.5,2.0,3.1,1.3,1.5
Carpinus betulus,4.5,3.0,7.1,1.3,1.5
Carpinus betulus,4.5,4.0,12.6,1.3,2.1
Carpinus betulus,4.0,3.0,7.1,1.2,1.9
Carpinus betulus,4.0,3.0,7.1,1.2,1.9
Carpinus betulus,4.5,3.0,7.1,1.3,1.7
Carpinus betulus,5.0,4.0,12.6,1.5,1.9
Carpinus betulus,2.5,2.0,3.1,0.8,1.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,4.5,3.0,7.1,1.3,1.5
Carpinus betulus,4.0,1.5,1.8,1.2,1.9
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,6.0,4.0,12.6,1.8,1.9
Carpinus betulus,6.0,5.0,19.6,1.8,2.5
Carpinus betulus,3.5,1.0,0.8,1.0,1.3
Carpinus betulus,4.5,2.5,4.9,1.3,1.7
Carpinus betulus,4.5,2.5,4.9,1.3,1.7
Carpinus betulus,5.0,2.0,3.1,1.5,1.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.7
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,6.0,5.0,19.6,1.8,2.3
Carpinus betulus,6.0,4.0,12.6,1.8,2.3
Carpinus betulus,3.0,2.0,3.1,0.9,0.5
Carpinus betulus,4.5,3.0,7.1,1.3,2.1
Carpinus betulus,4.5,3.0,7.1,1.3,2.1
Carpinus betulus,5.0,2.5,4.9,1.5,1.7
Carpinus betulus,5.0,3.0,7.1,1.5,1.9
Carpinus betulus,4.5,2.5,4.9,1.3,1.3
Carpinus betulus,4.5,2.5,4.9,1.3,1.5
Carpinus betulus,5.0,2.0,3.1,1.5,1.7
Carpinus betulus,4.5,2.0,3.1,1.3,1.9
Celtis australis,7.0,5.0,19.6,2.1,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,7.0,5.0,19.6,2.1,1.0
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,9.0,7.0,38.5,2.7,1.6
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,8.5,4.0,12.6,2.6,0.9
Celtis australis,7.0,5.0,19.6,2.1,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.5
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,10.0,8.0,50.3,3.0,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.6
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,9.0,7.0,38.5,2.7,1.6
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,6.0,4.0,12.6,1.8,1.1
Celtis australis,12.0,10.0,78.5,3.6,1.5
Celtis australis,9.0,7.0,38.5,2.7,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,4.0,4.0,12.6,1.2,0.6
Celtis australis,5.0,4.0,12.6,1.5,0.6
Celtis australis,6.0,3.0,7.1,1.8,0.7
Celtis australis,6.0,3.0,7.1,1.8,0.7
Celtis australis,10.5,10.0,78.5,3.2,1.7
Celtis australis,10.0,9.0,63.6,3.0,1.4
Celtis australis,11.0,10.0,78.5,3.3,1.7
Celtis australis,11.0,10.0,78.5,3.3,1.7
Celtis australis,10.0,9.0,63.6,3.0,1.4
Celtis australis,11.0,10.0,78.5,3.3,1.6
Celtis australis,11.0,10.0,78.5,3.3,1.6
Celtis australis,9.0,7.0,38.5,2.7,1.6
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,10.0,3.0,7.1,3.0,1.3
Celtis australis,7.0,5.0,19.6,2.1,1.1
Celtis australis,12.0,10.0,78.5,3.6,1.7
Celtis australis,12.0,10.0,78.5,3.6,1.8
Celtis australis,12.0,10.0,78.5,3.6,1.7
Celtis australis,12.0,10.0,78.5,3.6,1.6
Celtis australis,12.0,10.0,78.5,3.6,1.7
Celtis australis,10.0,8.0,50.3,3.0,1.1
Celtis australis,12.0,10.0,78.5,3.6,1.6
Celtis australis,12.0,10.0,78.5,3.6,1.4
Celtis australis,12.0,10.0,78.5,3.6,1.4
Celtis australis,12.0,10.0,78.5,3.6,1.7
Celtis australis,12.0,10.0,78.5,3.6,2.0
Celtis australis,12.0,10.0,78.5,3.6,1.5
Celtis australis,12.0,10.0,78.5,3.6,1.8
Celtis australis,12.0,10.0,78.5,3.6,1.6
Celtis australis,12.0,10.0,78.5,3.6,1.8
Celtis australis,12.0,10.0,78.5,3.6,1.7
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.6
Celtis australis,10.0,8.0,50.3,3.0,1.5
Celtis australis,12.0,10.0,78.5,3.6,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.6
Celtis australis,12.0,10.0,78.5,3.6,1.8
Celtis australis,12.0,10.0,78.5,3.6,2.0
Celtis australis,9.0,10.0,78.5,2.7,1.2
Celtis australis,13.0,12.0,113.1,3.9,1.7
Celtis australis,12.0,9.0,63.6,3.6,1.4
Celtis australis,13.0,12.0,113.1,3.9,1.7
Celtis australis,13.0,11.0,95.0,3.9,1.7
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,13.0,11.0,95.0,3.9,1.8
Celtis australis,12.0,10.0,78.5,3.6,1.6
Celtis australis,11.0,6.0,28.3,3.3,1.2
Celtis australis,8.0,5.0,19.6,2.4,1.3
Celtis australis,13.0,10.0,78.5,3.9,1.8
Celtis australis,13.0,10.0,78.5,3.9,1.8
Celtis australis,13.0,10.0,78.5,3.9,1.9
Celtis australis,13.0,10.0,78.5,3.9,1.8
Celtis australis,13.0,10.0,78.5,3.9,2.0
Celtis australis,13.0,10.0,78.5,3.9,2.1
Celtis australis,12.0,10.0,78.5,3.6,1.6
Celtis australis,13.0,10.0,78.5,3.9,2.2
Celtis australis,13.0,10.0,78.5,3.9,2.2
Celtis australis,12.0,10.0,78.5,3.6,2.0
Celtis australis,10.0,8.0,50.3,3.0,1.6
Celtis australis,10.0,8.0,50.3,3.0,1.6
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,7.0,6.0,28.3,2.1,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,5.0,4.0,12.6,1.5,1.0
Celtis australis,6.0,5.0,19.6,1.8,1.1
Celtis australis,6.0,5.0,19.6,1.8,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,11.0,9.0,63.6,3.3,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,9.0,7.0,38.5,2.7,1.5
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,7.0,6.0,28.3,2.1,1.1
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,10.0,8.0,50.3,3.0,1.6
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.9
Celtis australis,10.0,8.0,50.3,3.0,1.8
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,10.0,8.0,50.3,3.0,1.3
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,12.0,4.0,12.6,3.6,0.8
Celtis australis,9.0,7.0,38.5,2.7,1.5
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.6
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.2
Celtis australis,9.0,8.0,50.3,2.7,1.3
Celtis australis,2.0,1.0,0.8,0.6,0.4
Celtis australis,12.0,11.0,95.0,3.6,1.6
Celtis australis,6.0,6.0,28.3,1.8,1.0
Celtis australis,6.0,6.0,28.3,1.8,0.9
Celtis australis,8.0,6.0,28.3,2.4,1.1
Celtis australis,4.0,1.0,0.8,1.2,0.5
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,6.0,4.0,12.6,1.8,0.8
Celtis australis,5.0,2.5,4.9,1.5,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,4.0,3.0,7.1,1.2,0.7
Celtis australis,4.0,4.0,12.6,1.2,0.7
Celtis australis,4.0,4.0,12.6,1.2,0.7
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,2.5,4.9,1.5,0.7
Celtis australis,4.0,1.5,1.8,1.2,0.5
Celtis australis,5.0,2.5,4.9,1.5,0.6
Celtis australis,8.0,6.0,28.3,2.4,1.1
Celtis australis,8.0,6.0,28.3,2.4,1.2
Celtis australis,6.0,5.0,19.6,1.8,0.7
Celtis australis,6.0,5.0,19.6,1.8,0.7
Celtis australis,8.0,6.0,28.3,2.4,0.9
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,7.0,5.0,19.6,2.1,0.8
Celtis australis,8.0,8.0,50.3,2.4,1.0
Celtis australis,7.0,6.0,28.3,2.1,0.9
Celtis australis,4.0,1.5,1.8,1.2,0.4
Celtis australis,4.0,1.5,1.8,1.2,0.5
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,4.0,1.5,1.8,1.2,0.5
Celtis australis,4.0,1.5,1.8,1.2,0.5
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,4.0,4.0,12.6,1.2,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,8.3,6.7,35.2,2.5,1.3
Celtis australis,4.0,2.0,3.1,1.2,0.3
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,1.1
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,7.0,5.0,19.6,2.1,1.1
Celtis australis,9.0,8.0,50.3,2.7,1.3
Celtis australis,8.0,7.0,38.5,2.4,1.3
Celtis australis,12.0,12.0,113.1,3.6,1.3
Celtis australis,9.0,8.0,50.3,2.7,1.4
Celtis australis,9.0,7.0,38.5,2.7,1.3
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,10.0,7.0,38.5,3.0,1.5
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,4.0,4.0,12.6,1.2,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,4.0,4.0,12.6,1.2,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,4.5,4.0,12.6,1.3,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,4.0,5.0,19.6,1.2,0.8
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.8
Celtis australis,8.0,6.0,28.3,2.4,1.1
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,14.0,4.5,15.9,4.2,1.8
Celtis australis,14.0,4.5,15.9,4.2,1.8
Celtis australis,16.0,4.5,15.9,4.8,1.8
Celtis australis,17.0,5.0,19.6,5.1,2.2
Celtis australis,16.0,4.0,12.6,4.8,1.6
Celtis australis,17.0,7.0,38.5,5.1,2.1
Celtis australis,17.0,6.0,28.3,5.1,2.1
Celtis australis,16.0,10.0,78.5,4.8,2.0
Celtis australis,13.0,8.0,50.3,3.9,1.5
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,6.0,4.0,12.6,1.8,1.1
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,5.0,3.0,7.1,1.5,0.6
Celtis australis,15.0,9.0,63.6,4.5,1.7
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,6.0,6.0,28.3,1.8,0.9
Celtis australis,7.0,5.0,19.6,2.1,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,0.9
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,6.0,4.0,12.6,1.8,1.0
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.6
Celtis australis,5.0,3.5,9.6,1.5,0.6
Celtis australis,6.0,4.0,12.6,1.8,0.7
Celtis australis,4.0,3.0,7.1,1.2,0.7
Celtis australis,8.0,6.0,28.3,2.4,1.2
Celtis australis,8.0,6.0,28.3,2.4,1.2
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,8.0,6.0,28.3,2.4,1.1
Celtis australis,8.0,6.0,28.3,2.4,0.9
Celtis australis,8.0,6.0,28.3,2.4,1.1
Celtis australis,8.0,6.0,28.3,2.4,1.0
Celtis australis,5.0,4.0,12.6,1.5,0.7
Celtis australis,8.0,8.0,50.3,2.4,1.4
Celtis australis,5.0,3.0,7.1,1.5,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.6
Celtis australis,5.0,3.0,7.1,1.5,0.6
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,5.0,5.0,19.6,1.5,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
Celtis australis,4.5,3.0,7.1,1.3,0.7
